\begin{table}
\begin{tabular}{cccccccccccccc}
$Name$ & $z_{cmb}$ & $z_{zhel}$ & $B_{max}$ & $eB_{max}$ & $s_{BV}$ & $es_{BV}$ & $B-V$ & $eB-V$ & $cov_{ms}$ & $cov_{mbv}$ & $M_{host}$ & $Sample$ & $Subclass$ \\
SN2013aj & 0.0101 & 0.00912 & 14.65 & 0.01 & 0.794 & 0.005 & 0.052 & 0.00922 & 0.0 & 0.0 & 9.99 & CSPII & Ia \\
SN2013as & 0.0696 & 0.06845 & 19.094 & 0.063 & 1.007 & 0.021 & 0.001 & 0.0658 & -4e-05 & 0.0 & 8.59 & CSPII & Ia \\
SN2013ay & 0.0157 & 0.01572 & 15.996 & 0.062 & 0.495 & 0.019 & 0.53 & 0.08349 & -1e-05 & 0.0 & 10.72 & CSPII & Ia \\
SN2013az & 0.0375 & 0.03725 & 17.61 & 0.069 & 0.767 & 0.028 & 0.084 & 0.0694 & -8e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2013bc & 0.0235 & 0.02245 & 17.451 & 0.065 & 0.482 & 0.022 & 0.751 & 0.0658 & -1e-05 & 0.0 & 10.47 & CSPII & Ia \\
SN2013bz & 0.0202 & 0.01915 & 15.825 & 0.013 & 1.15 & 0.009 & 0.154 & 0.0099 & 3e-05 & 0.0 & 9.98 & CSPII & Ia-91T \\
SN2013cg & 0.009 & 0.00795 & 14.419 & 0.073 & 0.966 & 0.024 & 0.087 & 0.07603 & -0.0001 & 0.0 & 10.13 & CSPII & Ia \\
SN2013ct & 0.0027 & 0.0038 & 12.416 & 0.015 & 1.002 & 0.006 & 0.064 & 0.01166 & -1e-05 & 0.0 & 8.72 & CSPII & Ia \\
SN2013fy & 0.0302 & 0.03085 & 16.957 & 0.015 & 1.17 & 0.011 & 0.023 & 0.00849 & 5e-05 & 0.0 & 10.86 & CSPII & Ia \\
SN2013fz & 0.0206 & 0.02059 & 16.118 & 0.007 & 1.016 & 0.004 & 0.005 & 0.00424 & -0.0 & 0.0 & 10.69 & CSPII & Ia \\
SN2013gv & 0.0335 & 0.0341 & 17.408 & 0.013 & 0.846 & 0.008 & -0.018 & 0.01204 & 1e-05 & 0.0 & 11.27 & CSPII & Ia \\
SN2013gy & 0.0136 & 0.01401 & 15.274 & 0.008 & 0.911 & 0.003 & -0.008 & 0.0064 & 0.0 & 0.0 & 9.0 & CSPII & Ia \\
SN2013hh & 0.0141 & 0.01298 & 16.421 & 0.068 & 1.19 & 0.028 & 0.566 & 0.065 & 0.00013 & 0.0 & 9.59 & CSPII & Ia-91T \\
SN2013hn & 0.016 & 0.01513 & 15.648 & 0.068 & 0.823 & 0.026 & -0.063 & 0.06661 & -4e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2014D & 0.0092 & 0.00817 & 16.536 & 0.069 & 0.958 & 0.023 & 0.566 & 0.0694 & -7e-05 & 0.0 & 8.26 & CSPII & Ia \\
SN2014I & 0.0302 & 0.02999 & 16.93 & 0.008 & 0.913 & 0.003 & 0.012 & 0.0064 & 0.0 & 0.0 & 10.9 & CSPII & Ia \\
SN2014Z & 0.0209 & 0.02126 & 16.222 & 0.063 & 0.992 & 0.03 & -0.01 & 0.0608 & -8e-05 & 0.0 & 10.75 & CSPII & Ia \\
SN2014ao & 0.015 & 0.01407 & 16.303 & 0.01 & 0.888 & 0.006 & 0.609 & 0.00781 & -1e-05 & 0.0 & 10.57 & CSPII & Ia \\
SN2014at & 0.0315 & 0.03222 & 17.071 & 0.009 & 0.95 & 0.003 & -0.034 & 0.0064 & -0.0 & 0.0 & 11.25 & CSPII & Ia \\
SN2014ba & 0.005 & 0.00584 & 14.731 & 0.081 & 0.338 & 0.02 & 0.944 & 0.09402 & -9e-05 & 0.0 & 10.64 & CSPII & Ia-91bg \\
SN2014dl & 0.0331 & 0.03294 & 16.679 & 0.01 & 1.206 & 0.011 & 0.02 & 0.00781 & 3e-05 & 0.0 & 9.48 & CSPII & Ia-91T \\
SN2014dn & 0.0221 & 0.02217 & 17.147 & 0.011 & 0.466 & 0.005 & 0.653 & 0.01 & 1e-05 & 0.0 & 10.65 & CSPII & Ia \\
SN2014eg & 0.0183 & 0.01862 & 15.682 & 0.014 & 1.177 & 0.01 & 0.257 & 0.00922 & 6e-05 & 0.0 & 11.62 & CSPII & Ia-91T \\
SNhunt281 & 0.0047 & 0.00407 & 14.147 & 0.008 & 0.693 & 0.003 & 0.045 & 0.00707 & -0.0 & 0.0 & 9.75 & CSPII & Ia \\
\end{tabular}
\end{table}
