sn	mu_obs	err_mu_obs	zcmb	mass_best	mass_low	mass_hhigh	sample
SN2006hb	33.814	0.259	0.0153	10.22	10.05	10.39	CSPI
SN2006hx	36.349	0.19	0.0444	10.31	10.12	10.44	CSPI
SN2006is	35.482	0.211	0.0314	7.1	6.68	7.41	CSPI
SN2006kf	34.699	0.214	0.0208	10.82	10.59	10.9	CSPI
SN2006mr	31.812	0.517	0.0055	11.19	10.79	11.38	CSPI
SN2006ob	36.847	0.199	0.0583	11.26	11.08	11.33	CSPI
SN2006os	35.649	0.195	0.0321	10.81	10.66	10.87	CSPI
SN2007A	34.273	0.25	0.0165	10.57	10.57	10.57	CSPI
SN2007N	33.962	0.266	0.014	10.19	10.1	10.57	CSPI
SN2007S	33.9	0.248	0.015	9.98	9.63	10.16	CSPI
SN2007af	32.02	0.053	0.0063	9.82	9.69	9.87	CSPI
SN2007ai	35.564	0.191	0.032	9.91	9.76	10.18	CSPI
SN2007al	33.902	0.275	0.0133	9.47	9.33	9.91	CSPI
SN2007as	34.374	0.228	0.0179	10.36	10.24	10.43	CSPI
SN2007ba	35.728	0.187	0.0391	10.99	10.9	11.06	CSPI
SN2007bc	34.872	0.211	0.0218	10.73	10.65	10.78	CSPI
SN2007bd	35.695	0.193	0.0318	10.82	10.68	10.89	CSPI
SN2007bm	32.181	0.399	0.0074	10.27	10.09	10.72	CSPI
SN2007ca	34.157	0.247	0.0151	9.69	9.52	9.74	CSPI
SN2007hj	33.783	0.278	0.0129	10.45	10.3	10.89	CSPI
SN2007jd	37.473	0.219	0.0719	10.13	9.93	10.18	CSPI
SN2007jg	36.116	0.187	0.0366	8.1	7.95	8.22	CSPI
SN2007le	32.219	0.515	0.0055	9.85	9.71	10.16	CSPI
SN2007nq	35.99	0.199	0.0439	11.21	11.15	11.28	CSPI
SN2007on	31.421	0.466	0.0062	11.04	10.78	11.45	CSPI
SN2007sr	31.675	0.135	0.0067	10.05	9.85	10.17	CSPI
SN2007st	34.091	0.24	0.0207	10.95	10.85	11.4	CSPI
SN2007ux	35.593	0.191	0.032	10.3	10.23	10.34	CSPI
SN2008C	34.248	0.251	0.0171	10.49	10.35	10.55	CSPI
SN2008O	35.976	0.188	0.0393	11.33	11.12	11.59	CSPI
SN2008R	33.602	0.281	0.0129	11.25	11.07	11.31	CSPI
SN2008ar	35.398	0.198	0.0272	10.21	10.11	10.28	CSPI
SN2008bc	34.206	0.242	0.0157	10.1	9.95	10.23	CSPI
SN2008bf	35.099	0.203	0.0246	11.4	11.4	11.4	CSPI
SN2008bi	33.583	0.283	0.0144	10.38	10.27	10.48	CSPI
SN2008bq	35.802	0.204	0.0344	10.82	10.74	10.91	CSPI
SN2008bt	34.264	0.256	0.0166	10.85	10.7	10.91	CSPI
SN2008bz	37.416	0.198	0.0613	10.5	10.44	10.56	CSPI
SN2008cc	32.654	0.319	0.0101	10.48	10.4	10.64	CSPI
SN2008cf	36.61	0.214	0.0468	8.73	8.59	8.97	CSPI
SN2008ff	34.551	0.226	0.0187	10.8	10.8	10.8	CSPI
SN2008fl	34.482	0.231	0.0194	10.94	10.87	11.01	CSPI
SN2008fp	31.76	0.46	0.0063	10.2	10.15	10.63	CSPI
SN2008fr	36.295	0.21	0.0379	7.73	7.58	7.92	CSPI
SN2008fu	36.476	0.204	0.0518	10.72	10.66	10.8	CSPI
SN2008fw	33.13	0.334	0.0095	10.49	10.31	10.61	CSPI
SN2008gg	35.621	0.209	0.0311	10.73	10.63	10.82	CSPI
SN2008gl	35.665	0.19	0.0329	10.86	10.81	10.92	CSPI
SN2008gp	35.71	0.19	0.0328	10.73	10.64	10.79	CSPI
SN2008hj	36.171	0.187	0.0367	10.4	10.2	10.69	CSPI
SN2008hu	36.766	0.185	0.0505	10.99	10.84	11.07	CSPI
SN2008hv	33.833	0.262	0.0136	10.55	10.29	10.67	CSPI
SN2008ia	34.791	0.21	0.0225	10.77	10.54	11.23	CSPI
SN2009D	35.082	0.203	0.0247	10.43	10.35	10.5	CSPI
SN2009F	33.902	0.271	0.0129	10.79	10.61	11.22	CSPI
SN2009I	35.078	0.202	0.0254	10.74	10.53	10.88	CSPI
SN2009P	35.164	0.221	0.0263	9.87	9.77	9.95	CSPI
SN2009Y	33.142	0.206	0.0101	10.76	10.66	10.95	CSPI
SN2009aa	35.346	0.196	0.0285	10.6	10.1	10.8	CSPI
SN2009ab	33.482	0.301	0.0109	10.35	10.2	10.78	CSPI
SN2009ad	35.35	0.196	0.0283	10.58	10.5	10.64	CSPI
SN2009ag	33.115	0.337	0.0092	10.2	9.99	10.6	CSPI
SN2009al	34.833	0.208	0.0233	10.72	10.66	10.77	CSPI
SN2009cz	34.907	0.211	0.022	10.75	10.68	10.84	CSPI
SN2009ds	34.564	0.217	0.0205	10.77	10.62	10.97	CSPI
SN2009ig	32.549	0.104	0.008	10.35	10.35	10.35	
SN2009le	34.623	0.234	0.017	10.84	10.66	11.31	CSPI
SN2011by	31.828	0.092	0.0034	9.47	9.47	9.47	
SN2011fe	29.099	0.042	0.0012	10.23	10.23	10.23	
SN2011iy	31.081	0.532	0.0053	10.39	10.21	10.83	CSPII
SN2011jh	32.646	0.346	0.0089	10.09	10.02	10.16	CSPII
SN2011jn	36.266	0.223	0.0485	11.35	11.23	11.78	CSPII
SN2012aq	36.56	0.195	0.0526	7.77	7.63	8.01	CSPII
SN2012ar	35.187	0.209	0.0285	10.94	10.84	11.02	CSPII
SN2012bl	34.559	0.24	0.0182	10.09	9.85	10.24	CSPII
SN2012bo	35.304	0.21	0.0265	10.32	10.15	10.4	CSPII
SN2012cg	30.868	0.129	0.0026	9.7	9.6	9.8	
SN2012fr	31.422	0.057	0.0051	11.25	11.06	11.32	CSPII
SN2012gm	33.778	0.262	0.0136	10.01	9.9	10.08	CSPII
SN2012hd	33.468	0.296	0.0111	10.44	10.38	10.54	CSPII
SN2012hr	32.74	0.381	0.0079	10.32	10.21	10.45	CSPII
SN2012ht	31.94	0.036	0.0047	8.06	8.06	8.06	CSPII
SN2013E	32.847	0.312	0.0105	9.96	9.83	9.99	CSPII
SN2013H	33.989	0.253	0.0159	10.5	10.32	10.6	CSPII
SN2013M	35.596	0.189	0.0357	10.9	10.73	11.04	CSPII
SN2013U	35.449	0.205	0.0357	10.27	10.15	10.31	CSPII
SN2013aa	30.395	0.053	0.0047	9.99	9.85	10.12	CSPII
SN2013ad	35.494	0.188	0.0359	11.5	11.5	11.5	CSPII
SN2013aj	32.729	0.317	0.0101	9.99	9.82	10.38	CSPII
SN2013as	37.314	0.202	0.0696	8.59	8.43	8.95	CSPII
SN2013ay	33.81	0.261	0.0157	10.72	10.64	10.82	CSPII
SN2013az	35.59	0.209	0.0375	10.99	10.93	11.07	CSPII
SN2013bc	34.942	0.227	0.0235	10.47	10.28	10.55	CSPII
SN2013bz	34.232	0.218	0.0202	9.98	9.94	10.04	CSPII
SN2013dy	31.291	0.126	0.0029	9.09	9.09	9.09	
SN2013fy	35.51	0.218	0.0302	10.86	10.77	10.96	CSPII
SN2013fz	34.621	0.226	0.0206	10.69	10.61	10.77	CSPII
SN2013gv	35.813	0.19	0.0335	11.27	11.16	11.56	CSPII
SN2013gy	33.647	0.262	0.0136	9.0	8.98	9.16	CSPII
SN2013hn	34.164	0.27	0.016	10.99	10.84	11.07	CSPII
SN2014I	35.426	0.193	0.0302	10.9	10.76	11.31	CSPII
SN2014Z	34.73	0.231	0.0209	10.75	10.66	10.81	CSPII
SN2014ba	31.699	0.572	0.005	10.64	10.56	11.06	CSPII
SN2014dl	35.214	0.19	0.0331	9.48	9.19	9.68	CSPII
SN2014dn	34.903	0.222	0.0221	10.65	10.58	10.72	CSPII
SN2014eg	33.588	0.234	0.0183	11.62	11.47	11.73	CSPII
SN2015F	31.43	0.067	0.0053	10.97	10.97	10.97	CSPII
SNhunt281	32.189	0.595	0.0047	9.75	9.66	9.85	CSPII
