sn	mmax_snoopy	mmax_corrected	err_mmax	host	Source
KISS15n	16.184	16.182	0.042	N/A	CSPII
LSQ11bk	17.958	17.704	0.041	N/A	CSPII
LSQ11ot	17.305	18.301	0.037	N/A	CSPII
LSQ11pn	17.29	18.471	0.041	N/A	CSPII
LSQ12bld	19.325	19.675	0.046	N/A	CSPII
LSQ12btn	18.511	18.982	0.042	N/A	CSPII
LSQ12fuk	16.381	16.393	0.039	N/A	CSPII
LSQ12fvl	18.913	19.956	0.042	N/A	CSPII
LSQ12fxd	16.996	16.749	0.038	N/A	CSPII
LSQ12gdj	16.92	16.621	0.039	N/A	CSPII
LSQ12hno	18.123	18.339	0.04	N/A	CSPII
LSQ12hvj	18.925	18.954	0.044	N/A	CSPII
LSQ12hxx	19.094	19.047	0.053	N/A	CSPII
LSQ12hzj	17.489	17.338	0.038	N/A	CSPII
LSQ12hzs	19.071	19.356	0.042	N/A	CSPII
LSQ13cwp	19.127	19.457	0.055	N/A	CSPII
LSQ13dpm	18.317	18.24	0.037	N/A	CSPII
LSQ13dsm	17.729	17.812	0.039	N/A	CSPII
LSQ13lq	19.095	18.827	0.049	N/A	CSPII
LSQ13pf	20.035	20.841	0.137	N/A	CSPII
LSQ13ry	17.398	17.399	0.039	N/A	CSPII
LSQ13vy	17.953	18.31	0.051	N/A	CSPII
LSQ14ahc	18.1	17.699	0.04	N/A	CSPII
LSQ14ahm	18.138	17.803	0.041	N/A	CSPII
LSQ14ba	19.433	19.608	0.048	N/A	CSPII
LSQ14foj	18.14	18.316	0.041	N/A	CSPII
LSQ14fom	18.342	18.492	0.04	N/A	CSPII
LSQ14gfb	18.939	20.854	0.089	N/A	CSPII
LSQ14gfn	19.991	20.045	0.214	N/A	CSPII
LSQ14ghv	19.018	19.013	0.042	N/A	CSPII
LSQ14gov	19.821	19.465	0.055	N/A	CSPII
LSQ14ip	19.377	20.723	0.101	N/A	CSPII
LSQ14jp	18.246	18.892	0.041	N/A	CSPII
LSQ14wp	18.884	18.641	0.044	N/A	CSPII
LSQ14xi	18.338	18.786	0.045	N/A	CSPII
LSQ15alq	18.079	18.164	0.039	N/A	CSPII
LSQ15bv	19.023	19.074	0.056	N/A	CSPII
PS1-14ra	17.045	17.439	0.037	N/A	CSPII
PS1-14xw	16.553	16.564	0.038	N/A	CSPII
PS15sv	17.463	17.547	0.043	N/A	CSPII
PTF11pbp	16.96	16.902	0.039	N/A	CSPII
PTF11pra	16.467	19.563	0.072	N/A	CSPII
PTF11qnr	15.682	16.646	0.038	N/A	CSPII
PTF13duj	15.884	15.825	0.045	N/A	CSPII
PTF13ebh	15.22	15.876	0.037	N/A	CSPII
PTF13efe	19.296	19.015	0.044	N/A	CSPII
PTF14aje	17.133	19.24	0.038	N/A	CSPII
PTF14gnl	18.285	18.098	0.039	N/A	CSPII
PTF14w	16.422	16.858	0.037	N/A	CSPII
PTF14yy	17.969	18.936	0.042	N/A	CSPII
SN1980N	12.928	13.221	0.006	N1316	N/A
SN1981B	12.512	12.786	0.009	N4536	N/A
SN1981D	12.989	13.691	0.027	N1316	N/A
SN1989B	11.93	13.145	0.013	N3627	N/A
SN1998bu	11.743	12.806	0.003	N3368	N/A
SN2001el	12.903	13.383	0.005	N1448	N/A
SN2002fk	14.048	13.81	0.006	N1309	N/A
SN2004ef	17.215	17.731	0.039	N/A	CSPI
SN2004eo	15.709	15.912	0.037	N/A	CSPI
SN2004ey	15.78	15.621	0.037	N/A	CSPI
SN2004gs	17.291	18.16	0.038	N/A	CSPI
SN2004gu	18.331	18.564	0.047	N/A	CSPI
SN2005A	16.278	19.288	0.042	N/A	CSPI
SN2005M	16.68	16.46	0.037	N/A	CSPI
SN2005al	15.711	15.701	0.038	N/A	CSPI
SN2005am	14.176	14.618	0.037	N/A	CSPI
SN2005el	15.677	15.593	0.037	N/A	CSPI
SN2005eq	17.069	16.812	0.038	N/A	CSPI
SN2005hc	18.01	17.84	0.04	N/A	CSPI
SN2005iq	17.503	17.536	0.039	N/A	CSPI
SN2005kc	15.594	16.381	0.038	N/A	CSPI
SN2005ke	13.957	16.301	0.038	N/A	CSPI
SN2005ki	16.294	16.401	0.037	N/A	CSPI
SN2005na	16.696	16.659	0.042	N/A	CSPI
SN2006D	14.67	15.149	0.037	N/A	CSPI
SN2006X	12.96	16.695	0.038	N/A	CSPI
SN2006ax	15.979	15.747	0.037	N/A	CSPI
SN2006bd	17.447	19.904	0.059	N/A	CSPI
SN2006bh	15.018	15.166	0.037	N/A	CSPI
SN2006br	17.126	19.733	0.142	N/A	CSPI
SN2006dd	12.825	12.589	0.002	N1316	N/A
SN2006ej	16.435	16.685	0.075	N/A	CSPI
SN2006eq	17.913	19.144	0.112	N/A	CSPI
SN2006et	16.417	16.571	0.038	N/A	CSPI
SN2006ev	17.245	17.934	0.089	N/A	CSPI
SN2006gj	17.232	18.392	0.041	N/A	CSPI
SN2006gt	18.308	19.381	0.048	N/A	CSPI
SN2006hb	15.761	16.597	0.08	N/A	CSPI
SN2006hx	17.929	18.31	0.053	N/A	CSPI
SN2006is	17.219	17.278	0.105	N/A	CSPI
SN2006kf	16.371	16.663	0.037	N/A	CSPI
SN2006mr	13.866	16.352	0.045	N/A	CSPI
SN2006ob	18.64	19.199	0.046	N/A	CSPI
SN2006os	17.287	18.305	0.084	N/A	CSPI
SN2007A	15.98	16.524	0.041	N/A	CSPI
SN2007N	16.308	19.501	0.043	N/A	CSPI
SN2007S	15.516	16.357	0.038	N/A	CSPI
SN2007af	13.621	13.89	0.011	N5584	CSPI
SN2007ai	17.146	17.417	0.043	N/A	CSPI
SN2007al	15.921	18.364	0.045	N/A	CSPI
SN2007as	16.075	16.441	0.037	N/A	CSPI
SN2007ax	15.092	17.491	0.045	N/A	CSPI
SN2007ba	17.618	18.913	0.046	N/A	CSPI
SN2007bc	16.471	16.668	0.038	N/A	CSPI
SN2007bd	17.374	17.458	0.04	N/A	CSPI
SN2007bm	13.994	15.379	0.038	N/A	CSPI
SN2007ca	15.723	16.421	0.039	N/A	CSPI
SN2007hj	15.705	16.651	0.038	N/A	CSPI
SN2007jg	17.575	17.782	0.039	N/A	CSPI
SN2007le	13.955	14.827	0.037	N/A	CSPI
SN2007nq	17.705	18.083	0.043	N/A	CSPI
SN2007on	13.264	13.909	0.005	N1404	CSPI
SN2007sr	13.396	13.857	0.039	N4038	CSPI
SN2007st	16.259	16.846	0.111	N/A	CSPI
SN2007ux	17.502	18.445	0.038	N/A	CSPI
SN2008C	16.063	16.599	0.097	N/A	CSPI
SN2008O	17.922	19.127	0.041	N/A	CSPI
SN2008R	15.478	16.118	0.039	N/A	CSPI
SN2008ar	16.862	16.924	0.038	N/A	CSPI
SN2008bc	15.729	15.574	0.037	N/A	CSPI
SN2008bf	16.924	16.74	0.037	N/A	CSPI
SN2008bi	16.188	18.26	0.197	N/A	CSPI
SN2008bq	17.421	17.34	0.046	N/A	CSPI
SN2008bt	16.34	18.239	0.059	N/A	CSPI
SN2008cc	14.636	15.313	0.08	N/A	CSPI
SN2008cf	18.029	17.969	0.096	N/A	CSPI
SN2008ff	16.276	16.692	0.041	N/A	CSPI
SN2008fl	16.205	16.494	0.073	N/A	CSPI
SN2008fp	13.576	14.893	0.038	N/A	CSPI
SN2008fr	17.799	17.766	0.095	N/A	CSPI
SN2008fu	18.335	18.407	0.118	N/A	CSPI
SN2008fw	14.707	14.772	0.088	N/A	CSPI
SN2008gg	17.421	17.792	0.085	N/A	CSPI
SN2008gl	17.513	17.733	0.038	N/A	CSPI
SN2008gp	17.46	17.388	0.039	N/A	CSPI
SN2008hj	17.668	17.634	0.038	N/A	CSPI
SN2008hu	18.18	18.431	0.094	N/A	CSPI
SN2008hv	15.542	15.542	0.038	N/A	CSPI
SN2008ia	16.366	16.424	0.04	N/A	CSPI
SN2009D	16.662	16.371	0.038	N/A	CSPI
SN2009F	15.977	17.96	0.044	N/A	CSPI
SN2009I	16.97	18.824	0.061	N/A	CSPI
SN2009Y	14.692	14.923	0.041	N/A	CSPI
SN2009aa	16.968	17.07	0.038	N/A	CSPI
SN2009ab	15.24	15.459	0.038	N/A	CSPI
SN2009ad	17.107	17.053	0.043	N/A	CSPI
SN2009ag	14.775	15.27	0.039	N/A	CSPI
SN2009al	16.598	17.245	0.046	N/A	CSPI
SN2009cz	16.471	16.279	0.04	N/A	CSPI
SN2009ds	16.293	16.438	0.044	N/A	CSPI
SN2011fe	10.739	10.803	0.002	M101	N/A
SN2011iv	12.78	13.126	0.006	N1404	CSPII
SN2011iy	12.687	13.377	0.038	N/A	CSPII
SN2011jh	14.47	15.8	0.037	N/A	CSPII
SN2012aq	18.265	18.342	0.079	N/A	CSPII
SN2012ar	16.863	17.148	0.039	N/A	CSPII
SN2012bl	16.278	16.31	0.044	N/A	CSPII
SN2012bo	16.937	16.753	0.04	N/A	CSPII
SN2012cg	12.532	12.745	0.005	N4424	N/A
SN2012fr	12.966	12.838	0.004	N1365	CSPII
SN2012gm	15.477	16.025	0.037	N/A	CSPII
SN2012hd	15.129	15.625	0.037	N/A	CSPII
SN2012hr	14.407	14.469	0.036	N/A	CSPII
SN2013E	14.499	14.556	0.037	N/A	CSPII
SN2013H	15.735	16.234	0.038	N/A	CSPII
SN2013M	17.334	17.463	0.04	N/A	CSPII
SN2013U	17.054	17.244	0.042	N/A	CSPII
SN2013aa	12.111	11.88	0.007	N5643	CSPII
SN2013ad	17.258	16.977	0.042	N/A	CSPII
SN2013aj	14.598	14.969	0.037	N/A	CSPII
SN2013as	18.891	18.921	0.101	N/A	CSPII
SN2013ay	15.676	17.593	0.104	N/A	CSPII
SN2013az	17.494	17.961	0.09	N/A	CSPII
SN2013bc	16.817	19.409	0.083	N/A	CSPII
SN2013bz	15.93	16.19	0.04	N/A	CSPII
SN2013fy	17.027	16.839	0.043	N/A	CSPII
SN2013fz	16.224	16.213	0.038	N/A	CSPII
SN2013gv	17.599	17.69	0.039	N/A	CSPII
SN2013gy	15.344	15.449	0.037	N/A	CSPII
SN2013hn	15.676	15.656	0.09	N/A	CSPII
SN2014I	16.992	17.118	0.037	N/A	CSPII
SN2014Z	16.435	16.408	0.085	N/A	CSPII
SN2014ba	14.036	17.18	0.121	N/A	CSPII
SN2014dl	16.818	16.587	0.04	N/A	CSPII
SN2014dn	16.959	19.249	0.04	N/A	CSPII
SN2014eg	16.077	16.572	0.041	N/A	CSPII
SN2017cbv	12.054	11.957	0.008	N5643	N/A
SNhunt281	14.004	14.421	0.037	N/A	CSPII
