sn_1,zhel_1,zcmb_1,st_1,est_1,Mmax_1,eMmax_1,t0_1,EBVmw_1,eEBVmw_1,covMs_1,sample_1,subtype_1,quality_1,cosmo_1,phys_1,BV_1,eBV_1,covBV_M_1,ml_1,m_1,mu_1,host_1,dist_1,edist_1,caltype_1,sn_2,zhel_2,zcmb_2,st_2,est_2,Mmax_2,eMmax_2,t0_2,EBVmw_2,eEBVmw_2,covMs_2,sample_2,subtype_2,quality_2,cosmo_2,phys_2,BV_2,eBV_2,covBV_M_2,ml_2,m_2,mu_2,host_2,dist_2,edist_2,caltype_2,sn_3,zhel_3,zcmb_3,st_3,est_3,Mmax_3,eMmax_3,t0_3,EBVmw_3,eEBVmw_3,covMs_3,sample_3,subtype_3,quality_3,cosmo_3,phys_3,BV_3,eBV_3,covBV_M_3,ml_3,m_3,mu_3,host_3,dist_3,edist_3,caltype_3,sn_4,zhel_4,zcmb_4,st_4,est_4,Mmax_4,eMmax_4,t0_4,EBVmw_4,eEBVmw_4,covMs_4,sample_4,subtype_4,quality_4,cosmo_4,phys_4,BV_4,eBV_4,covBV_M_4,ml_4,m_4,mu_4,host_4,dist_4,edist_4,caltype_4,sn_5,zhel_5,zcmb_5,st_5,est_5,Mmax_5,eMmax_5,t0_5,EBVmw_5,eEBVmw_5,covMs_5,sample_5,subtype_5,quality_5,cosmo_5,phys_5,BV_5,eBV_5,covBV_M_5,ml_5,m_5,mu_5,host_5,dist_5,edist_5,caltype_5,sn_2a,zhel_2a,zcmb_2a,st_2a,est_2a,Mmax_2a,eMmax_2a,t0_2a,EBVmw_2a,eEBVmw_2a,covMs_2a,sample_2a,subtype_2a,quality_2a,cosmo_2a,phys_2a,BV_2a,eBV_2a,covBV_M_2a,ml_2a,m_2a,mu_2a,host_2a,dist_2a,edist_2a,caltype_2a,sn_3a,zhel_3a,zcmb_3a,st_3a,est_3a,Mmax_3a,eMmax_3a,t0_3a,EBVmw_3a,eEBVmw_3a,covMs_3a,sample_3a,subtype_3a,quality_3a,cosmo_3a,phys_3a,BV_3a,eBV_3a,covBV_M_3a,ml_3a,m_3a,mu_3a,host_3a,dist_3a,edist_3a,caltype_3a,sn_4a,zhel_4a,zcmb_4a,st_4a,est_4a,Mmax_4a,eMmax_4a,t0_4a,EBVmw_4a,eEBVmw_4a,covMs_4a,sample_4a,subtype_4a,quality_4a,cosmo_4a,phys_4a,BV_4a,eBV_4a,covBV_M_4a,ml_4a,m_4a,mu_4a,host_4a,dist_4a,edist_4a,caltype_4a,sn_5a,zhel_5a,zcmb_5a,st_5a,est_5a,Mmax_5a,eMmax_5a,t0_5a,EBVmw_5a,eEBVmw_5a,covMs_5a,sample_5a,subtype_5a,quality_5a,cosmo_5a,phys_5a,BV_5a,eBV_5a,covBV_M_5a,ml_5a,m_5a,mu_5a,host_5a,dist_5a,edist_5a,caltype_5a
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.995,0.025,-8.1,0.0289,0.0029,2.988E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,16.567,0.012,-9.6,0.0289,0.0029,2.446E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,1.44E-4,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,16.506,0.013,-9.8,0.0289,0.0029,2.622E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,16.568,0.01,-10.9,0.0289,0.0029,9.103E-6,CSPI,Ia,0.984,0,0,-0.001,0.016,-1.0E-4,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,16.624,0.013,-10.9,0.0289,0.0029,1.285E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,17.249,0.022,-6.5,0.0289,0.0029,1.812E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,17.178,0.019,20.9,0.0289,0.0029,5.354E-6,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,17.139,0.028,-4.8,0.0289,0.0029,4.934E-6,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,SN2007bd,0.0309967,0.0318267,0.917,0.006,17.378,0.043,-4.1,0.0289,0.0029,-1.847E-5,CSPI,Ia,0.984,0,0,-0.001,0.016,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none
SN2007bm,0.0062067,0.00744,0.906,0.005,15.294,0.017,0.8,0.0354,0.0035,2.783E-6,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,14.425,0.007,-0.8,0.0354,0.0035,9.198E-7,CSPI,Ia,0.958,0,0,0.421,0.009,4.9E-5,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,14.21,0.028,2.0,0.0354,0.0035,1.447E-6,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,14.004,0.005,-2.1,0.0354,0.0035,-1.759E-6,CSPI,Ia,0.958,0,0,0.421,0.009,-2.5E-5,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,13.848,0.031,2.9,0.0354,0.0035,-9.034E-7,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,14.16,0.014,2.3,0.0354,0.0035,-1.955E-6,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,14.052,0.024,-3.3,0.0354,0.0035,-1.445E-5,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,13.845,0.009,-4.2,0.0354,0.0035,1.4E-5,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,SN2007bm,0.0062067,0.00744,0.906,0.005,13.996,0.012,-3.4,0.0354,0.0035,2.271E-5,CSPI,Ia,0.958,0,0,0.421,0.009,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none
SN2007ca,0.0140567,0.01507,1.078,0.012,16.528,0.02,-7.4,0.057,0.0057,5.056E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.89,0.007,-9.0,0.057,0.0057,1.67E-5,CSPI,Ia,0.979,0,0,0.26,0.009,4.9E-5,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.753,0.007,-9.2,0.057,0.0057,1.583E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.63,0.006,-10.3,0.057,0.0057,3.498E-6,CSPI,Ia,0.979,0,0,0.26,0.009,-3.6E-5,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.588,0.009,-10.7,0.057,0.0057,2.604E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.99,0.015,-5.7,0.057,0.0057,1.692E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.832,0.016,-5.4,0.057,0.0057,3.48E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.642,0.014,-5.2,0.057,0.0057,3.918E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,SN2007ca,0.0140567,0.01507,1.078,0.012,15.705,0.016,-5.6,0.057,0.0057,1.077E-5,CSPI,Ia,0.979,0,0,0.26,0.009,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none
SN2007hj,0.0141033,0.0128818,0.633,0.005,16.44,0.013,-0.0,0.0747,0.0075,-7.931E-6,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.632,0.008,-1.6,0.0747,0.0075,3.236E-6,CSPI,Ia,0.961,0,0,0.215,0.01,6.4E-5,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.486,0.007,-1.7,0.0747,0.0075,5.172E-6,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.417,0.006,-2.8,0.0747,0.0075,8.731E-6,CSPI,Ia,0.961,0,0,0.215,0.01,-3.6E-5,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.409,0.008,-3.4,0.0747,0.0075,-3.115E-6,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.818,0.013,-0.1,0.0747,0.0075,-1.512E-5,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.636,0.053,14.5,0.0747,0.0075,-3.07E-5,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.537,0.07,3.0,0.0747,0.0075,-6.612E-5,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,SN2007hj,0.0141033,0.0128818,0.633,0.005,15.741,0.035,9.1,0.0747,0.0075,-2.509E-5,CSPI,Ia,0.961,0,0,0.215,0.01,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none
SN2007jg,0.0371067,0.0365767,0.939,0.006,18.088,0.015,-1.5,0.0904,0.009,5.82E-6,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.26,0.008,-3.0,0.0904,0.009,1.487E-5,CSPI,Ia,0.974,0,0,0.028,0.01,6.4E-5,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.214,0.007,-3.2,0.0904,0.009,1.351E-5,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.232,0.006,-4.2,0.0904,0.009,1.118E-5,CSPI,Ia,0.974,0,0,0.028,0.01,-3.6E-5,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.325,0.009,-4.3,0.0904,0.009,8.549E-6,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.896,0.013,0.3,0.0904,0.009,-4.407E-6,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.74,0.027,15.6,0.0904,0.009,4.058E-6,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.623,0.017,0.9,0.0904,0.009,-1.596E-5,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,SN2007jg,0.0371067,0.0365767,0.939,0.006,17.573,0.044,1.5,0.0904,0.009,-9.336E-6,CSPI,Ia,0.974,0,0,0.028,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none
SN2007le,0.0067167,0.0055233,1.02,0.004,14.69,0.012,-5.2,0.0287,0.0029,6.041E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.891,0.005,-6.7,0.0287,0.0029,6.009E-6,CSPI,Ia,0.955,0,0,0.292,0.006,2.5E-5,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.741,0.005,-7.0,0.0287,0.0029,6.262E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.599,0.004,-8.0,0.0287,0.0029,2.883E-6,CSPI,Ia,0.955,0,0,0.292,0.006,-1.6E-5,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.541,0.006,-8.3,0.0287,0.0029,3.749E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,14.079,0.009,-3.3,0.0287,0.0029,9.746E-7,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.881,0.01,-6.2,0.0287,0.0029,8.208E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.745,0.008,-6.4,0.0287,0.0029,5.017E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,SN2007le,0.0067167,0.0055233,1.02,0.004,13.955,0.008,-6.4,0.0287,0.0029,6.395E-6,CSPI,Ia,0.955,0,0,0.292,0.006,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none
SN2007nq,0.045,0.0439033,0.769,0.006,17.877,0.019,0.3,0.0312,0.0031,-4.795E-6,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.431,0.009,-1.3,0.0312,0.0031,1.885E-7,CSPI,Ia,0.952,0,0,0.056,0.011,8.1E-5,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.346,0.008,-1.5,0.0312,0.0031,1.853E-6,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.375,0.007,-2.5,0.0312,0.0031,-6.736E-6,CSPI,Ia,0.952,0,0,0.056,0.011,-4.9E-5,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.461,0.008,-2.6,0.0312,0.0031,-3.056E-6,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.931,0.013,1.0,0.0312,0.0031,-3.832E-6,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.755,0.054,26.7,0.0312,0.0031,8.872E-6,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.62,0.08,4.5,0.0312,0.0031,3.178E-5,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,SN2007nq,0.045,0.0439033,0.769,0.006,17.664,0.066,8.6,0.0312,0.0031,7.583E-5,CSPI,Ia,0.952,0,0,0.056,0.011,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none
SN2007on,0.00649,0.0061833,0.589,0.003,13.627,0.012,-6.9,0.0098,0.001,6.451E-7,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,13.032,0.009,-8.4,0.0098,0.001,6.047E-6,CSPI,Ia,0.957,0,0,0.115,0.012,8.1E-5,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,12.932,0.01,-6.5,0.0098,0.001,5.445E-6,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,12.917,0.008,-9.6,0.0098,0.001,4.436E-6,CSPI,Ia,0.957,0,0,0.115,0.012,-6.4E-5,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,12.969,0.011,-10.4,0.0098,0.001,1.446E-6,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,13.387,0.022,-7.4,0.0098,0.001,-2.236E-6,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,13.278,0.012,-8.4,0.0098,0.001,-8.541E-6,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,13.14,0.014,-7.8,0.0098,0.001,-1.173E-5,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none,SN2007on,0.00649,0.0061833,0.589,0.003,13.284,0.013,-6.6,0.0098,0.001,-2.263E-6,CSPI,Ia,0.957,0,0,0.115,0.012,0.0,10.78,11.04,11.45,N/A,-1.0,-1.0,none
SN2007so,0.0296667,0.0289285,0.925,0.009,16.517,0.16,25.6,0.1161,0.0116,6.539E-5,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.343,0.066,24.1,0.1161,0.0116,9.643E-5,CSPI,Ia,,0,0,0.014,0.076,0.004356,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.223,0.051,23.9,0.1161,0.0116,7.954E-5,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.329,0.037,22.8,0.1161,0.0116,-2.042E-5,CSPI,Ia,,0,0,0.014,0.076,-0.001369,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.429,0.035,22.8,0.1161,0.0116,5.083E-5,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.776,0.043,27.3,0.1161,0.0116,5.695E-5,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.615,0.038,33.6,0.1161,0.0116,1.275E-4,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,15.92,0.086,34.8,0.1161,0.0116,8.478E-5,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,SN2007so,0.0296667,0.0289285,0.925,0.009,16.659,0.06,33.5,0.1161,0.0116,1.536E-4,CSPI,Ia,,0,0,0.014,0.076,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none
SN2007sr,0.0054733,0.0066557,0.989,0.017,13.423,0.071,7.9,0.0398,0.004,-9.266E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,12.796,0.047,6.4,0.0398,0.004,-5.379E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.002209,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,12.682,0.026,6.2,0.0398,0.004,-4.69E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,12.637,0.035,5.3,0.0398,0.004,-3.96E-6,CSPI,Ia,0.198,0,0,0.159,0.059,-0.001225,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,12.693,0.026,5.0,0.0398,0.004,-6.429E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,13.301,0.058,9.8,0.0398,0.004,-6.587E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,13.234,0.049,10.1,0.0398,0.004,2.635E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,13.14,0.063,9.7,0.0398,0.004,-8.331E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c,SN2007sr,0.0054733,0.0066557,0.989,0.017,13.382,0.027,9.9,0.0398,0.004,4.356E-6,CSPI,Ia,0.198,0,0,0.159,0.059,0.0,9.85,10.05,10.17,N4038,31.29,0.1,c
SN2007st,0.0211667,0.0206508,0.863,0.022,16.281,0.099,5.8,0.0143,0.0014,-1.138E-4,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.839,0.066,4.3,0.0143,0.0014,-7.715E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.004356,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.761,0.042,4.1,0.0143,0.0014,-6.279E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.69,0.05,2.9,0.0143,0.0014,-1.862E-5,CSPI,Ia,0.951,0,0,0.149,0.083,-0.0025,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.707,0.039,3.1,0.0143,0.0014,-4.794E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,16.109,0.077,7.1,0.0143,0.0014,-2.481E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.995,0.063,13.7,0.0143,0.0014,6.777E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,15.631,0.096,7.9,0.0143,0.0014,1.864E-5,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,SN2007st,0.0211667,0.0206508,0.863,0.022,16.276,0.056,8.9,0.0143,0.0014,1.19E-4,CSPI,Ia,0.951,0,0,0.149,0.083,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none
SN2007ux,0.0308933,0.031996,0.628,0.006,18.192,0.02,1.3,0.0386,0.0039,-4.282E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.407,0.008,-0.3,0.0386,0.0039,-1.053E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,6.4E-5,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.26,0.007,-0.4,0.0386,0.0039,-2.976E-6,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.197,0.006,-1.5,0.0386,0.0039,2.588E-6,CSPI,Ia-86G,0.981,0,0,0.21,0.01,-3.6E-5,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.249,0.008,-2.1,0.0386,0.0039,-6.194E-6,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.619,0.013,1.1,0.0386,0.0039,-3.43E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.523,0.024,1.7,0.0386,0.0039,-3.927E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.356,0.02,2.1,0.0386,0.0039,-8.186E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,SN2007ux,0.0308933,0.031996,0.628,0.006,17.53,0.021,3.3,0.0386,0.0039,-5.299E-5,CSPI,Ia-86G,0.981,0,0,0.21,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none
