sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
ASAS15go,0.01891,0.0192546,1.072,0.011,16.778,0.008,-2.4,0.1369,0.0137,-1.685e-05,CSPII,Ia,0.981,0,1,0.214,0.006,0.0,10.04,10.18,10.27,N/A,-1.0,-1.0,none
ASAS15gr,0.0242832,0.0247678,1.031,0.006,16.303,0.007,-1.8,0.0823,0.0082,-5.62e-06,CSPII,Ia,0.983,0,1,-0.046,0.006,0.0,8.82,8.94,9.02,N/A,-1.0,-1.0,none
ASAS15hf,0.0061733,0.0072452,0.939,0.005,14.413,0.01,-6.3,0.0854,0.0085,1.039e-05,CSPII,Ia,0.961,0,1,0.004,0.01,0.0,9.39,9.56,9.97,N/A,-1.0,-1.0,none
ASAS15hg,0.02975,0.0308678,0.824,0.02,17.504,0.075,3.4,0.041,0.0041,-4.103e-05,CSPII,Ia,0.985,1,0,0.048,0.061,0.0,10.3,10.42,10.51,N/A,-1.0,-1.0,none
ASAS15hx,0.0083,0.0092051,1.034,0.004,13.61,0.006,-9.6,0.0415,0.0042,7.367e-06,CSPII,Ia,0.909,0,1,-0.035,0.005,0.0,7.06,7.45,7.89,N/A,-1.0,-1.0,none
CSP12J,0.01468,0.0149235,0.484,0.025,18.52,0.202,8.7,0.0678,0.0068,-0.0003969,CSPII,Ia,0.917,0,0,0.555,0.128,0.0,9.97,10.09,10.2,N/A,-1.0,-1.0,none
CSP13abm,0.0281805,0.027529,1.14,0.009,16.962,0.011,-2.3,0.1485,0.0149,-1.074e-05,CSPII,Ia,0.747,0,1,-0.018,0.008,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14aaq,0.0359133,0.0361755,0.905,0.015,16.868,0.016,-5.2,0.0524,0.0052,3.809e-05,CSPII,Ia,0.986,1,0,-0.085,0.021,0.0,11.01,11.08,11.48,N/A,-1.0,-1.0,none
CSP14abn,0.0225,0.0232746,1.004,0.004,16.033,0.005,0.1,0.0747,0.0075,-7.772e-06,CSPII,Ia,0.976,0,0,-0.036,0.004,0.0,9.59,9.75,10.24,N/A,-1.0,-1.0,none
CSP14acl,0.0299792,0.0289327,0.959,0.008,16.974,0.082,2.3,0.0264,0.0026,-6.912e-05,CSPII,Ia,0.081,0,0,-0.081,0.015,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14adc,0.03244,0.031651,0.815,0.009,17.939,0.018,-1.5,0.0949,0.0095,8.681e-06,CSPII,Ia,0.976,1,1,0.219,0.011,0.0,10.67,10.81,11.14,N/A,-1.0,-1.0,none
CSP15B,0.0198862,0.0208198,0.72,0.006,16.874,0.01,-2.2,0.0641,0.0064,4.248e-06,CSPII,Ia,0.966,0,1,0.132,0.011,0.0,10.78,10.95,11.42,N/A,-1.0,-1.0,none
CSP15aae,0.0161833,0.0169733,0.505,0.005,17.94,0.015,-5.1,0.0226,0.0023,2.369e-06,CSPII,Ia-91bg,0.981,0,1,0.455,0.011,0.0,10.96,11.14,11.26,N/A,-1.0,-1.0,none
KISS15m,0.02432,0.0253844,0.429,0.009,19.764,0.158,-2.3,0.0277,0.0028,-1.431e-05,CSPII,Ia-91bg,0.958,0,0,0.62,0.031,0.0,9.67,9.78,9.94,N/A,-1.0,-1.0,none
KISS15n,0.023084,0.0239783,1.241,0.009,15.933,0.01,-11.4,0.0088,0.0009,2.441e-05,CSPII,Ia-91T,0.85,0,1,0.102,0.009,0.0,7.8,8.0,8.17,N/A,-1.0,-1.0,none
LSQ11bk,0.0402721,0.0400251,1.071,0.015,17.108,0.015,0.8,0.0936,0.0094,-0.0001012,CSPII,Ia,0.967,1,0,-0.079,0.011,0.0,6.5,6.53,6.59,N/A,-1.0,-1.0,none
LSQ11ot,0.02732,0.0273222,0.982,0.003,18.486,0.008,-3.8,0.1581,0.0158,1.941e-06,CSPII,Ia,0.976,1,1,0.318,0.006,0.0,10.0,10.17,10.22,N/A,-1.0,-1.0,none
LSQ11pn,0.0326533,0.0326611,0.507,0.008,18.176,0.021,-3.4,0.1457,0.0146,2.847e-06,CSPII,Ia,0.948,1,1,0.285,0.018,0.0,10.52,10.7,10.8,N/A,-1.0,-1.0,none
LSQ12ca,0.0994,0.0995466,1.195,0.041,19.355,0.106,6.3,0.0417,0.0042,-0.0003327,CSPII,Ia,0.962,0,0,-0.084,0.081,0.0,10.34,10.44,10.64,N/A,-1.0,-1.0,none
LSQ12fxd,0.03122,0.0313344,1.161,0.006,16.644,0.007,-6.2,0.0217,0.0022,-2.479e-06,CSPII,Ia,0.98,1,1,-0.008,0.006,0.0,10.16,10.28,10.4,N/A,-1.0,-1.0,none
LSQ13aiz,0.0092,0.0102493,0.964,0.006,14.122,0.015,-6.9,0.0788,0.0079,2.278e-05,CSPII,Ia,0.716,0,1,0.08,0.009,0.0,8.12,8.24,8.34,N/A,-1.0,-1.0,none
LSQ13dsm,0.0423707,0.0419767,0.908,0.004,17.702,0.008,-10.2,0.0088,0.0009,6.734e-06,CSPII,Ia,0.984,1,0,-0.024,0.008,0.0,8.85,9.01,9.14,N/A,-1.0,-1.0,none
LSQ13ry,0.0298367,0.031032,0.88,0.006,16.692,0.015,-10.6,0.0403,0.004,1.542e-05,CSPII,Ia,0.971,1,1,-0.05,0.011,0.0,9.54,9.64,9.7,N/A,-1.0,-1.0,none
LSQ13vy,0.0417711,0.0421068,0.892,0.005,18.436,0.016,-3.2,0.0676,0.0068,8.622e-06,CSPII,Ia,0.985,1,0,0.075,0.008,0.0,10.15,10.17,10.33,N/A,-1.0,-1.0,none
LSQ14ajn,0.02101,0.0221584,0.654,0.004,17.029,0.011,1.2,0.0193,0.0019,-1.459e-05,CSPII,Ia,0.979,0,1,0.066,0.009,0.0,9.95,10.11,10.3,N/A,-1.0,-1.0,none
LSQ14wp,0.0694519,0.0706148,1.138,0.011,18.155,0.009,-6.1,0.0207,0.0021,-2.083e-06,CSPII,Ia-91T,0.984,1,0,-0.05,0.01,0.0,7.23,7.48,7.59,N/A,-1.0,-1.0,none
LSQ15aae,0.0515643,0.0517701,1.226,0.008,18.403,0.011,-3.8,0.0616,0.0062,4.051e-06,CSPII,Ia-91T,0.982,1,0,0.079,0.008,0.0,10.1,10.27,10.46,N/A,-1.0,-1.0,none
PS1-14ra,0.0280833,0.0287982,0.778,0.006,17.239,0.008,1.5,0.023,0.0023,-1.176e-05,CSPII,Ia,0.984,1,1,0.052,0.006,0.0,10.35,10.65,10.72,N/A,-1.0,-1.0,none
PS1-14xw,0.0245,0.0245957,1.036,0.01,16.269,0.007,-1.6,0.0656,0.0066,-6.242e-06,CSPII,Ia,0.975,0,0,0.018,0.006,0.0,11.11,11.24,11.71,N/A,-1.0,-1.0,none
PS15sv,0.033277,0.0335844,1.113,0.014,16.713,0.013,-1.4,0.0782,0.0078,-5.325e-05,CSPII,Ia-91T,0.977,1,1,0.013,0.013,0.0,8.2,8.31,8.56,N/A,-1.0,-1.0,none
PTF11pbp,0.0289033,0.0276702,1.157,0.007,16.852,0.009,-4.8,0.0507,0.0051,-7.633e-06,CSPII,Ia,0.984,1,1,0.051,0.007,0.0,10.73,10.88,10.97,N/A,-1.0,-1.0,none
PTF11qnr,0.0162167,0.0149985,0.807,0.008,16.127,0.014,-7.8,0.0556,0.0056,2.343e-05,CSPII,Ia,0.979,0,1,0.255,0.009,0.0,10.38,10.65,10.7,N/A,-1.0,-1.0,none
PTF13duj,0.01694,0.015867,1.158,0.013,15.501,0.012,-5.3,0.0665,0.0067,4.471e-06,CSPII,Ia,0.965,0,1,0.052,0.011,0.0,10.61,10.73,10.82,N/A,-1.0,-1.0,none
PTF13dwl,0.0874395,0.0863561,1.114,0.023,18.757,0.028,-3.3,0.0613,0.0061,7.339e-05,CSPII,Ia,0.987,1,0,0.017,0.011,0.0,8.42,8.74,8.98,N/A,-1.0,-1.0,none
PTF13ebh,0.01326,0.012484,0.632,0.004,15.723,0.01,-11.5,0.0668,0.0067,2.291e-06,CSPII,Ia,0.975,0,1,0.117,0.009,0.0,10.8,10.86,11.02,N/A,-1.0,-1.0,none
PTF14aje,0.0276708,0.0282271,0.685,0.006,19.775,0.044,-1.7,0.1524,0.0152,1.047e-05,CSPII,Ia,0.978,1,0,0.582,0.014,0.0,10.64,10.78,10.84,N/A,-1.0,-1.0,none
PTF14fpg,0.034,0.03283,1.079,0.012,17.318,0.01,-3.3,0.0258,0.0026,-7.002e-06,CSPII,Ia,0.784,1,1,0.003,0.008,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
PTF14w,0.0188933,0.0200839,0.743,0.004,16.703,0.005,-4.7,0.0205,0.0021,3.175e-06,CSPII,Ia,0.975,0,1,0.05,0.005,0.0,8.96,9.14,9.3,N/A,-1.0,-1.0,none
PTF14yw,0.01697,0.0180604,0.854,0.008,16.257,0.012,-2.6,0.0255,0.0026,7.545e-06,CSPII,Ia,0.411,0,1,-0.043,0.011,0.0,10.16,10.24,10.59,N/A,-1.0,-1.0,none
SN1981B,0.006027,0.0071693,0.941,0.005,12.526,0.009,0.0,0.0157,0.0016,-3.778e-06,,,,,,0.07,0.008,0.0,10.42,10.47,10.68,N4536,30.91,0.05,c
SN2001el,0.003896,0.0036761,0.959,0.005,13.48,0.016,-2.4,0.0121,0.0012,1.854e-05,,,,,,0.145,0.01,0.0,10.34,10.34,10.34,N1448,31.28,0.06,c
SN2004ef,0.0309667,0.02977,0.84,0.003,17.539,0.006,-6.4,0.0458,0.0046,3.204e-06,CSPI,Ia,0.981,0,0,0.119,0.006,0.0,10.63,10.74,10.8,N/A,-1.0,-1.0,none
SN2004eo,0.01569,0.0147367,0.867,0.005,15.561,0.009,-10.8,0.093,0.0093,5.766e-06,CSPI,Ia,0.979,0,0,0.023,0.009,0.0,11.03,11.16,11.35,N/A,-1.0,-1.0,none
SN2004ey,0.0157767,0.0146267,1.008,0.003,15.128,0.005,-7.4,0.1197,0.012,1.625e-06,CSPI,Ia,0.973,0,0,-0.054,0.004,0.0,9.76,10.06,10.41,N/A,-1.0,-1.0,none
SN2004gs,0.0266267,0.0282767,0.707,0.003,17.893,0.008,-2.3,0.0257,0.0026,5.201e-08,CSPI,Ia,0.982,0,0,0.205,0.006,0.0,10.57,10.63,10.7,N/A,-1.0,-1.0,none
SN2004gu,0.0458267,0.0468967,1.153,0.011,17.862,0.021,0.8,0.0223,0.0022,-4.212e-05,CSPI,Ia-06gz,0.986,0,0,0.149,0.014,0.0,9.74,10.02,10.19,N/A,-1.0,-1.0,none
SN2005M,0.0219967,0.02558,1.205,0.004,16.197,0.005,-7.5,0.0273,0.0027,1.75e-06,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none
SN2005W,0.0088833,0.00795,0.938,0.006,14.773,0.009,-6.3,0.0615,0.0062,7.402e-06,CSPI,Ia,0.967,0,0,0.165,0.008,0.0,9.75,9.9,10.0,N/A,-1.0,-1.0,none
SN2005al,0.0123933,0.0132867,0.868,0.004,15.359,0.009,0.5,0.0483,0.0048,-9.553e-06,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none
SN2005am,0.0078933,0.0089667,0.765,0.004,14.215,0.008,-2.9,0.0433,0.0043,-6.862e-07,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none
SN2005be,0.035,0.0355767,0.768,0.022,17.381,0.084,7.9,0.0294,0.0029,-7.977e-05,CSPI,Ia,0.985,0,0,0.055,0.071,0.0,10.25,10.4,10.5,N/A,-1.0,-1.0,none
SN2005bg,0.02307,0.0241567,1.064,0.039,16.19,0.083,5.3,0.0264,0.0026,-0.0003913,CSPI,Ia,0.983,0,0,0.036,0.066,0.0,9.72,9.91,10.02,N/A,-1.0,-1.0,none
SN2005bl,0.0240433,0.0251133,0.429,0.011,19.662,0.07,-4.8,0.025,0.0025,1.336e-05,CSPI,Ia-91bg,0.98,0,0,0.676,0.034,0.0,10.89,11.01,11.2,N/A,-1.0,-1.0,none
SN2005bo,0.0138867,0.0150133,0.883,0.009,16.279,0.009,1.3,0.0396,0.004,-3.596e-05,CSPI,Ia,0.962,0,0,0.237,0.006,0.0,10.34,10.5,10.65,N/A,-1.0,-1.0,none
SN2005el,0.0149,0.0148833,0.864,0.003,15.183,0.012,-5.6,0.0976,0.0098,6.097e-06,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none
SN2005eq,0.0289567,0.02835,1.136,0.009,16.598,0.012,-2.3,0.0629,0.0063,-2.485e-05,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none
SN2005hc,0.0459067,0.0444967,1.141,0.007,17.746,0.008,-3.1,0.028,0.0028,-6.546e-06,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none
SN2005hj,0.0579667,0.05695,1.151,0.019,17.997,0.023,-1.3,0.0329,0.0033,-4.581e-05,CSPI,Ia,0.984,0,0,0.08,0.016,0.0,9.22,9.32,9.38,N/A,-1.0,-1.0,none
SN2005iq,0.03402,0.03293,0.882,0.006,17.135,0.012,-3.9,0.0185,0.0019,1.061e-05,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none
SN2005ir,0.0763067,0.0752333,1.003,0.014,18.843,0.023,-1.3,0.0265,0.0027,-4.122e-06,CSPI,Ia,0.984,0,0,0.053,0.016,0.0,9.12,9.23,9.37,N/A,-1.0,-1.0,none
SN2005kc,0.01511,0.01389,0.933,0.005,16.094,0.013,-9.0,0.1137,0.0114,6.321e-06,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none
SN2005ke,0.0048767,0.0044833,0.436,0.003,15.999,0.013,-8.1,0.02,0.002,2.95e-06,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none
SN2005ki,0.0191933,0.02037,0.836,0.004,15.879,0.008,-8.4,0.0267,0.0027,2.06e-06,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none
SN2005ku,0.0454067,0.0441833,0.973,0.035,18.291,0.104,1.9,0.0461,0.0046,-0.0003421,CSPI,Ia,0.986,0,0,0.1,0.078,0.0,9.96,10.04,10.1,N/A,-1.0,-1.0,none
SN2005lu,0.0319867,0.0312933,1.063,0.03,17.721,0.09,10.9,0.0218,0.0022,-0.000183,CSPI,Ia,0.975,0,0,0.25,0.072,0.0,9.68,9.86,10.03,N/A,-1.0,-1.0,none
SN2005mc,0.0252033,0.0260067,0.666,0.02,18.04,0.084,3.9,0.0379,0.0038,-7.523e-05,CSPI,Ia,0.982,0,0,0.311,0.066,0.0,10.85,10.95,11.1,N/A,-1.0,-1.0,none
SN2005na,0.0263033,0.0268133,0.97,0.005,16.111,0.011,-0.4,0.0681,0.0068,-7.869e-06,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none
SN2006D,0.00852,0.00964,0.839,0.003,14.781,0.008,-4.5,0.0394,0.0039,2.603e-06,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none
SN2006X,0.0052367,0.00632,0.97,0.004,17.228,0.015,-9.4,0.0228,0.0023,6.579e-06,CSPI,Ia,0.557,0,0,1.213,0.012,0.0,9.06,9.33,9.43,N/A,-1.0,-1.0,none
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.362,0.01,-10.3,0.041,0.0041,6.725e-06,CSPI,Ia,0.981,0,0,-0.073,0.008,0.0,10.79,10.92,11.04,N/A,-1.0,-1.0,none
SN2006bh,0.01084,0.0104933,0.827,0.003,14.739,0.007,-2.3,0.0228,0.0023,6.095e-07,CSPI,Ia,0.969,0,0,-0.01,0.006,0.0,10.31,10.43,10.49,N/A,-1.0,-1.0,none
SN2006ej,0.0204367,0.0193367,0.845,0.018,16.181,0.072,4.9,0.0296,0.003,-1.171e-05,CSPI,Ia,0.971,0,0,0.028,0.06,0.0,10.48,10.63,10.7,N/A,-1.0,-1.0,none
SN2006eq,0.0494667,0.0483667,0.656,0.022,19.484,0.148,3.9,0.0416,0.0042,-9.5e-05,CSPI,Ia,0.973,0,0,0.302,0.075,0.0,9.79,10.19,10.65,N/A,-1.0,-1.0,none
SN2006et,0.0221567,0.0216467,1.181,0.006,16.516,0.011,-5.7,0.0165,0.0017,-2.062e-06,CSPI,Ia,0.983,0,0,0.142,0.007,0.0,10.7,10.8,10.88,N/A,-1.0,-1.0,none
SN2006fw,0.0829433,0.0819867,0.901,0.051,19.468,0.106,-0.8,0.028,0.0028,-7.453e-05,CSPI,Ia,0.001,0,0,0.109,0.065,0.0,9.32,9.42,9.62,N/A,-1.0,-1.0,none
SN2006gj,0.0283333,0.0269667,0.709,0.007,18.366,0.017,-0.2,0.0705,0.007,-9.228e-06,CSPI,Ia,0.983,0,0,0.297,0.012,0.0,10.36,10.53,10.6,N/A,-1.0,-1.0,none
SN2006gt,0.04474,0.0436433,0.565,0.009,19.027,0.028,-0.8,0.0323,0.0032,-4.571e-07,CSPI,Ia-91bg,0.982,0,0,0.257,0.016,0.0,9.87,9.93,9.94,N/A,-1.0,-1.0,none
SN2006hb,0.0153333,0.0153367,0.682,0.018,16.278,0.079,5.9,0.0236,0.0024,-2.871e-05,CSPI,Ia-86G,0.98,0,0,0.186,0.064,0.0,10.05,10.22,10.39,N/A,-1.0,-1.0,none
SN2006hx,0.0454633,0.0444033,0.98,0.012,18.025,0.048,-7.7,0.0256,0.0026,9.164e-05,CSPI,Ia,0.981,0,0,0.113,0.035,0.0,10.12,10.31,10.44,N/A,-1.0,-1.0,none
SN2006is,0.0313333,0.03142,1.093,0.036,16.599,0.084,2.0,0.029,0.0029,-0.000233,CSPI,Ia,0.983,0,0,0.038,0.066,0.0,6.68,7.1,7.41,N/A,-1.0,-1.0,none
SN2006kf,0.0212867,0.0208,0.771,0.005,16.437,0.01,-3.2,0.2097,0.021,3.521e-06,CSPI,Ia,0.981,0,0,0.024,0.009,0.0,10.59,10.82,10.9,N/A,-1.0,-1.0,none
SN2006lu,0.0533667,0.0543967,1.003,0.019,17.843,0.082,6.5,0.0986,0.0099,-3.745e-05,CSPI,Ia,0.984,0,0,-0.019,0.066,0.0,10.22,10.29,10.37,N/A,-1.0,-1.0,none
SN2006mr,0.0058667,0.00551,0.333,0.004,16.605,0.028,-2.8,0.0179,0.0018,1.189e-05,CSPI,Ia-91bg,0.947,0,0,0.728,0.028,0.0,10.79,11.19,11.38,N/A,-1.0,-1.0,none
SN2006ob,0.0591967,0.0582567,0.739,0.009,18.382,0.024,-1.5,0.0285,0.0029,2.249e-06,CSPI,Ia,0.986,0,0,0.124,0.016,0.0,11.08,11.26,11.33,N/A,-1.0,-1.0,none
SN2006os,0.0327867,0.03208,0.941,0.02,18.296,0.094,2.4,0.1254,0.0125,-3.898e-05,CSPI,Ia,0.982,0,0,0.318,0.065,0.0,10.66,10.81,10.87,N/A,-1.0,-1.0,none
SN2006py,0.05786,0.0566433,0.966,0.018,18.295,0.035,-0.1,0.0518,0.0052,-6.818e-05,CSPI,Ia,0.968,0,0,0.086,0.021,0.0,8.94,9.1,9.24,N/A,-1.0,-1.0,none
SN2007A,0.0176333,0.0164633,1.05,0.02,16.108,0.013,-3.0,0.0631,0.0063,2.935e-05,CSPI,Ia,0.98,0,0,0.202,0.01,0.0,10.57,10.57,10.57,N/A,-1.0,-1.0,none
SN2007N,0.01287,0.014,0.376,0.006,20.259,0.099,1.0,0.0343,0.0034,5.966e-05,CSPI,Ia-91bg,0.976,0,0,0.953,0.024,0.0,10.1,10.19,10.57,N/A,-1.0,-1.0,none
SN2007S,0.01387,0.0150233,1.186,0.007,16.402,0.014,-9.0,0.0224,0.0022,9.649e-06,CSPI,Ia-91T,0.973,0,0,0.366,0.011,0.0,9.63,9.98,10.16,N/A,-1.0,-1.0,none
