sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
SN2005M,0.0219967,0.02558,1.204,0.003,15.862,0.003,-9.2,0.0273,0.0027,3.661e-06,CSPI,Ia-91T,0.984,0,0,0.017999999999998906,0.004242640687119285,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,1.1700000000000032e-07
SN2005W,0.0088833,0.00795,0.938,0.006,14.104,0.005,-7.8,0.0615,0.0062,1.089e-05,CSPI,Ia,0.967,0,0,0.17099999999999937,0.0078102496759066544,0.0,9.75,9.9,10.0,N/A,-1.0,-1.0,none,3.0109999999999988e-06
SN2005ag,0.07937,0.08008,1.145,0.009,18.409,0.005,-0.9,0.0331,0.0033,-1.403e-05,CSPI,Ia,0.982,0,0,-0.030000000000001137,0.0078102496759066544,0.0,10.84,10.9,10.95,N/A,-1.0,-1.0,none,-3.361e-05
SN2005al,0.0123933,0.0132867,0.865,0.004,14.86,0.005,-1.1,0.0483,0.0048,-1.848e-07,CSPI,Ia,0.909,0,0,-0.051000000000000156,0.007211102550927979,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,-5.68e-06
SN2005am,0.0078933,0.0089667,0.764,0.004,13.628,0.006,-0.5,0.0433,0.0043,2.031e-06,CSPI,Ia,0.934,0,0,0.07399999999999984,0.0078102496759066544,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,3.4198999999999996e-06
SN2005be,0.035,0.0355767,0.761,0.023,16.905,0.035,6.3,0.0294,0.0029,-3.718e-05,CSPI,Ia,0.985,0,0,0.053000000000000824,0.0722011080247388,0.0,10.25,10.4,10.5,N/A,-1.0,-1.0,none,9.669999999999994e-06
SN2005bg,0.02307,0.0241567,1.061,0.037,15.819,0.03,3.7,0.0264,0.0026,-0.0001024,CSPI,Ia,0.983,0,0,0.04200000000000159,0.06543699259593154,0.0,9.72,9.91,10.02,N/A,-1.0,-1.0,none,5.059999999999998e-05
SN2005bl,0.0240433,0.0251133,0.427,0.011,18.151,0.024,-6.5,0.025,0.0025,0.0001022,CSPI,Ia-91bg,0.98,0,0,0.6890000000000001,0.03360059523282288,0.0,10.89,11.01,11.2,N/A,-1.0,-1.0,none,8.973000000000001e-05
SN2005bo,0.0138867,0.0150133,0.881,0.008,15.508,0.005,-0.3,0.0396,0.004,-5.363e-06,CSPI,Ia,0.962,0,0,0.24200000000000088,0.006403124237432849,0.0,10.34,10.5,10.65,N/A,-1.0,-1.0,none,-6.7134e-06
SN2005el,0.0149,0.0148833,0.865,0.003,14.849,0.01,-5.2,0.0976,0.0098,7.032e-06,CSPI,Ia,0.973,0,0,-0.0730000000000004,0.01063014581273465,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,1.835999999999999e-06
SN2005eq,0.0289567,0.02835,1.234,0.007,16.231,0.006,-3.5,0.0629,0.0063,3.366e-06,CSPI,Ia-91T,0.984,0,0,0.03500000000000014,0.008602325267042627,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,-2.376e-06
SN2005hc,0.0459067,0.0444967,1.142,0.007,17.26,0.004,-4.7,0.028,0.0028,-2.924e-07,CSPI,Ia,0.98,0,0,0.012000000000000455,0.006403124237432849,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,-2.0325e-05
SN2005hj,0.0579667,0.05695,1.152,0.019,17.654,0.01,-3.0,0.0329,0.0033,-1.032e-05,CSPI,Ia,0.984,0,0,0.0799999999999983,0.015556349186104044,0.0,9.22,9.32,9.38,N/A,-1.0,-1.0,none,-0.00011227
SN2005iq,0.03402,0.03293,0.88,0.006,16.743,0.008,-5.5,0.0185,0.0019,1.433e-05,CSPI,Ia,0.965,0,0,-0.03200000000000003,0.01063014581273465,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,7.437000000000002e-06
SN2005ir,0.0763067,0.0752333,1.03,0.02,18.371,0.01,-2.7,0.0265,0.0027,6.365e-05,CSPI,Ia,0.984,0,0,0.05000000000000071,0.014866068747318505,0.0,9.12,9.23,9.37,N/A,-1.0,-1.0,none,0.00011711
SN2005kc,0.01511,0.01389,0.932,0.006,15.473,0.007,-10.5,0.1137,0.0114,1.222e-05,CSPI,Ia,0.978,0,0,0.23799999999999955,0.01063014581273465,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,2.507e-06
SN2005ke,0.0048767,0.0044833,0.438,0.003,14.436,0.009,-9.8,0.02,0.002,4.89e-06,CSPI,Ia-91bg,0.953,0,0,0.6699999999999999,0.012041594578792296,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,2.7049999999999995e-06
