,sn,res_u,eres_u,zcmb_u,st_u,B-V_u,m_u,ml_u,mu_u,sample_u,cal_u,res_B,eres_B,zcmb_B,st_B,B-V_B,m_B,ml_B,mu_B,sample_B,cal_B,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal,res_V,eres_V,zcmb_V,st_V,B-V_V,m_V,ml_V,mu_V,sample_V,cal_V,res_r,eres_r,zcmb_r,st_r,B-V_r,m_r,ml_r,mu_r,sample_r,cal_r,res_i,eres_i,zcmb_i,st_i,B-V_i,m_i,ml_i,mu_i,sample_i,cal_i,res_Y,eres_Y,zcmb_Y,st_Y,B-V_Y,m_Y,ml_Y,mu_Y,sample_Y,cal_Y,res_J,eres_J,zcmb_J,st_J,B-V_J,m_J,ml_J,mu_J,sample_J,cal_J,res_H,eres_H,zcmb_H,st_H,B-V_H,m_H,ml_H,mu_H,sample_H,cal_H
179,SN2009ad,-0.2352939693985689,0.2722538614952305,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0565490397110295,0.2074152170089491,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0577897443872288,0.1920624784715899,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0542837502583068,0.2157450289114088,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0076046226422263,0.1955245287079055,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0841962692620725,0.1819352458167003,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,-0.0057696763676702,0.1513425576377421,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,0.005539769430328,0.2060387527380859,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none,0.1869757094212474,0.178069807169997,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none
180,SN2009ag,0.4826062829646176,0.4452406444838693,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.2890042666521708,0.3900300516443657,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.3199726159759848,0.4036805971318551,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.280582007104897,0.4083677991011184,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.2497724497209716,0.3864478586460705,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.1922423521011254,0.3799262316835488,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.1725923219955305,0.3050369121505054,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.2132123497935367,0.3614517128286625,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none,0.2276069627844563,0.3191220236800347,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none
181,SN2009al,-0.4359877805526864,0.3050181820395049,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.2522634288651346,0.229610164464914,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.2090627115413141,0.2209999720403785,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.2611645964124065,0.238776926399191,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.1792171737963315,0.2158750258764678,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.3170793634161839,0.2030999203640761,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.084634509521777,0.1665930675888886,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,-0.0889177377237757,0.2185797539651282,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none,0.0198855912671618,0.1897819357345213,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none
182,SN2009cz,0.3026433202829537,0.2861694415499422,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.1457238099705051,0.2255014167142072,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.097866665294326,0.2155376591682208,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.1535847394232377,0.2345562152355066,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.1244224670393023,0.215772714550772,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.0685301804194651,0.2040773793621369,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.1060880533138686,0.1691179548108165,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.132979979111866,0.2245495159350231,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none,0.1663296391027913,0.1923094023173654,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none
183,SN2009ds,-0.2260398612145522,0.3016425142969141,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.2597697075269991,0.2363704753414381,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.2521731882031872,0.2261183230683107,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.260137362074289,0.2468532461817806,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.2390575944581954,0.2260413806373388,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.224571297078036,0.2141975757379322,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,0.1684760078163591,0.1892784557825307,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,-0.0533503543856426,0.2301540043173515,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none,0.0948666736052885,0.1997503575704635,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none
184,SN2009ig,-0.4172900299999966,0.1399355074879624,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,-0.221431668000001,0.097487009152248,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,,,,,,,,,,,-0.2260025149999904,0.0999160563173327,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,-0.0994435700000053,0.0897328328020998,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,0.002128276999997,0.0865417686217702,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,,,,,,,,,,,0.0498693540000019,0.1097837055072639,0.0080401,1.061,0.103,10.35,10.35,10.35,,c,0.0984197730000033,0.0971914600860549,0.0080401,1.061,0.103,10.35,10.35,10.35,,c
185,SN2009le,-0.0788392446897034,0.3222225107805498,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,-0.0881896750021553,0.2554743655105651,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,-0.0724057396783521,0.2504238695637411,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,-0.0910232255494492,0.2659587432842544,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,-0.0555086979333623,0.2483069146242132,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,-0.0252515045532106,0.2391004433114288,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,,,,,,,,,,,0.408248974139191,0.2534753862000899,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none,,,,,,,,,,
186,SN2011iy,-1.131084475366503,0.6865680947010959,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-1.1696514656789567,0.6325517499691659,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-1.160322090355141,0.6680761670520399,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-1.181613656226233,0.66399906444743,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-1.1216387286101617,0.6323926234883238,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-0.9587388952299988,0.6269690693281333,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-0.7625862623355992,0.4989710955001806,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-0.6200901765376017,0.5699042770796336,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none,-0.6371282765466724,0.5073289288572728,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none
187,SN2011jh,0.0512623278694093,0.4478446465509522,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,0.0415818415569688,0.4007976087465166,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,0.1250917208807607,0.4156807520004749,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,0.0277130270096748,0.4193091515524333,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,-0.0314266053742429,0.3972743630188492,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,-0.0417991479940837,0.3904044593107926,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,-0.124747163099677,0.3130049572316341,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,-0.1491566453016801,0.368127262360586,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none,-0.1577582973107567,0.3259623705565334,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none
188,SN2011jn,-0.2868575951854168,0.4482666878488999,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.206006851497861,0.2776145607069218,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.2222357421740639,0.2661294173854334,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.1917881710451467,0.2826877574958276,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.0706906284290624,0.2205153077502974,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.1002656660489051,0.1955430296178778,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.2404023161545154,0.1634945925272003,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,-0.2748252083565035,0.2319086568344194,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none,,,,,,,,,,
189,SN2011jt,-0.2059493365845526,0.4595050033671269,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,-0.1575907348969991,0.2925607984818646,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,-0.1129497675731983,0.2884390286826815,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,-0.1656192774442857,0.3186114696340473,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,-0.1197712298282027,0.2437270486909906,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,-0.034900044448058,0.2221550348365752,0.0284695,0.955,0.149,10.39,10.25,10.52,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,SN2012E,-0.0912223316086411,0.2958686524502359,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,0.0229739720789083,0.2361105493431035,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,0.0580046414027179,0.2296281205191269,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,0.02494379253163,0.2451268447017886,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,-0.0013005648522934,0.2279784851029981,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,-0.0022087424721348,0.2176823953560839,0.019439,0.846,0.011,10.54,10.36,10.73,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,SN2012G,0.1869821573462644,0.2650743384711251,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,0.1294359170338026,0.2046738414354708,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,0.0807620423576196,0.1926094467796669,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,0.1371486014865297,0.2116693730344357,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,0.1524704041026012,0.1955149940639989,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,0.1048913624827676,0.1836123514918645,0.0268487,1.158,-0.043,9.73,9.58,9.84,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,SN2012U,0.0774068063989901,0.4682325178145377,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,0.0044924080865413,0.3105874189565671,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,0.0334763754103519,0.3097626137535175,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,0.0059718655392586,0.3306608528076072,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,-0.0558500868446572,0.2697586636378462,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,-0.1345159014645034,0.2483406302184803,0.0193386,0.905,-0.018,10.56,10.38,10.74,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,SN2012ah,0.257376323217116,0.4875647761797502,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,0.11662492490467,0.3604675362809713,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,0.0994578922284787,0.3664795374181948,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,0.1228913823573805,0.3828556964150621,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,0.1272044299734602,0.3319610777333371,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,0.1351326153536263,0.3169600057919248,0.0123697,0.905,-0.075,11.5,11.5,11.5,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,SN2012aq,-0.2270754418005296,0.3761693799695196,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1480775381129717,0.2357836039832172,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1656092687891615,0.2265018200733115,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.153764817660253,0.2544125441539733,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1095506750441828,0.2003599261005949,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1482907526640247,0.1806249465838813,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1636453227696179,0.1453441250176857,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1868089349716157,0.2038803112531181,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none,-0.1177457819806946,0.1669865900005155,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none
195,SN2012ar,-0.2614967684996969,0.2602654755906879,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.078589134812141,0.2002613451668936,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.0587511354883361,0.1874177556466299,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.074944669359418,0.2064981722813333,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.0587611017433502,0.1905522228747729,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.0823419243631846,0.1784483186309658,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.0870203794687825,0.1633159455378834,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.1622729016707893,0.217706247044801,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none,-0.1845751136798554,0.1804976216242708,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none
196,SN2012bl,-0.0653170819490469,0.3108332185151675,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,-0.1485876882614931,0.2492512631351036,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,-0.1376779289376841,0.2413004790946153,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,-0.1492217828087731,0.2599240070590784,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,-0.0955206151926972,0.2403740478191463,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,0.0624311221874691,0.2288491480601596,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,0.1444495470818623,0.1993936219349144,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,0.1625231048798525,0.2532855530345461,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none,0.2982400128707922,0.2130368969120875,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none
197,SN2012bo,0.2494480479982499,0.2666955447037152,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.2068377996858146,0.2061877175926582,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.1731699170096305,0.1938927659688544,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.2132292321385307,0.2131593974626841,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.1968156547546087,0.1966959767286165,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.1292218651347667,0.1847897835081439,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.068753919029163,0.1650888166669347,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.1178118908271699,0.2196147225892222,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none,0.1804450198180944,0.183575334420695,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none
198,SN2012cg,-0.3687066799999989,0.2947121388721109,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,-0.2200610080000018,0.2925768162807224,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,,,,,,,,,,,-0.2256288399999988,0.2920332871556145,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,-0.1754879200000019,0.2911437269108823,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,-0.276210087999992,0.2908413232215011,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,,,,,,,,,,,-0.1997273759999984,0.2904177227397754,0.0025798,1.024,0.075,9.7,9.6,9.8,,c,-0.1866121119999988,0.2905998297896378,0.0025798,1.024,0.075,9.7,9.6,9.8,,c
199,SN2012fr,-0.0861925200000008,0.0682362253058476,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,-0.2085529119999982,0.064935403525089,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,-0.3390983039999931,0.0625225787144933,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,-0.2045427599999953,0.062892229536387,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,-0.109948880000001,0.0618252440038403,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,0.0109069680000004,0.0612087010701536,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,0.0599614720000012,0.0615277899023618,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,0.109997136000004,0.0607900208010829,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c,0.0932752319999998,0.0609393074576026,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c
200,SN2012gm,0.0814933049264539,0.3410746762733153,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.1335100746140014,0.2908481512215973,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.1749112099378109,0.2932688080173963,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.1236383240667322,0.302960181772275,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.1130898516828011,0.2851107054144339,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.0454252450629653,0.2766149380823916,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.0249537579573626,0.224481939628635,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.0266419237553563,0.2770963623883128,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none,0.0888239437462914,0.242576295867068,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none
201,SN2012hd,0.4652603095175607,0.3844298759691998,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.176575829205106,0.335701681651737,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.2077837145289081,0.3436409899921278,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.1711164536578167,0.3504577165152209,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.1454843562739043,0.3308829704770272,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.1572523746540639,0.3232487702063046,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.1114960125484572,0.2606323075303929,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.1663149283464662,0.3137611611489391,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none,0.142321073337392,0.276288095730255,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none
202,SN2012hr,0.3771493748419274,0.4912831786953067,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.0853994645294733,0.4447484238914927,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.0956459198532897,0.4641564873579443,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.0843727939822045,0.4658140568811806,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.128796521598268,0.4423314920077036,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.1775258349784252,0.435993953293834,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.1451365078728272,0.348275381846879,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.186037233670838,0.4059923920333357,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none,0.257242093661759,0.3601200478149999,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none
203,SN2012ht,0.0401596800000056,0.0600778128912296,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.0538170080000028,0.0523547426266856,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,-0.0230386640000013,0.0475978255037238,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.0506778399999987,0.0449840193317404,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.1039459200000045,0.0439511961967999,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.1364180880000027,0.0428229980800739,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.0381059520000022,0.0422215269794195,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,-0.010018623999997,0.0412975652471869,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c,0.0124191119999998,0.0414664213902431,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c
204,SN2012ij,0.0187126150955094,0.3732999839036698,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,0.0376596787830578,0.318677714389709,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,0.0587531081068561,0.3236476855786546,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,0.0585184392357689,0.3322044630631546,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,0.1056251818518418,0.3116683409426414,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,0.1264000642320084,0.3032005395725864,0.012107,0.536,0.257,9.94,9.8,10.11,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,SN2013E,-0.4323106795289533,0.3994155988436539,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.3966170858413989,0.3518980095923683,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.3880311265175891,0.3617116590533035,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.396346380388664,0.3677643701884424,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.3709832127726074,0.3477347599182443,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.3559792753924498,0.3403372710856817,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.2872722504980487,0.2746042659860058,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.2990090927000395,0.3308812210985619,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none,-0.2227717847091312,0.2894921296798354,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none
206,SN2013H,0.2361756241225734,0.316691424761165,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.1158098638101137,0.2629001690407799,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.1390444691339354,0.2612106871687288,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.1074701682628429,0.2732307508900191,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.1093372708789175,0.2562447014816837,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.143053609259077,0.2470182992531104,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.0645006071534766,0.2093226536876053,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.1054852829514843,0.2587218739845166,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none,0.0843280679424012,0.2243367062258513,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none
207,SN2013M,-0.2339860105993239,0.2542283641931355,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.3188464809117661,0.1889813095385001,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.2769225855879611,0.1735776380215914,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.3193607914590401,0.1943263807339483,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.3026036638429659,0.1782714822061745,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.2761787104628155,0.1654920524548884,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.2279863175684084,0.1408522563530602,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.1979520717704233,0.2096908962125278,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none,-0.2944949317794894,0.1704860325217357,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none
208,SN2013U,-0.0569531800037665,0.2582219119556453,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,0.0067685336837897,0.1929587238949013,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,-0.0018093869923916,0.1756032861760069,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,0.0119365191365119,0.1994702906719932,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,0.0231188867525844,0.1811903301821034,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,-0.1661454558672517,0.1671649713147451,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,-0.3245248709728514,0.1583642739111374,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,-0.3164167531748489,0.2127912778081717,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none,-0.3791720051839249,0.1747228958371713,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none
209,SN2013aa,-1.028697365051233,0.768033878663444,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-1.0330617253636802,0.7167977851837305,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-1.015851720039873,0.7592017784363765,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-1.0305553209109632,0.7526477784741035,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-0.995993718294887,0.7173856844550204,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-0.9945814799147216,0.711796696273037,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-0.9906117820203306,0.5649220857459436,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-1.0429669062223326,0.6402927178444562,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none,-0.8977558212313994,0.5718821546646935,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none
