sn,proj
SN2006et,4.597241349924832
SN2006ev,14.637486929768507
SN2006fw,0.699887720710728
SN2006gj,12.570189078527106
SN2006gt,15.119852296743337
SN2006hb,6.188988658251598
SN2006hx,1.8676027703762597
SN2006is,4.478357968351684
SN2006kf,4.982945707373148
SN2006lu,5.152023009388503
SN2006mr,1.794999791404883
SN2006ob,6.96912185537126
SN2006os,8.012206138774793
SN2006py,0.07597979276677537
SN2007A,3.1954203831629235
SN2007N,4.464114872708849
SN2007S,3.340257695743822
SN2007af,6.035925598859145
SN2007ai,16.139976055586406
SN2007al,1.1419673615679773
SN2007as,5.172736554734256
SN2007ax,0.9996100652023963
SN2007ba,9.403300501279567
SN2007bc,14.583300043218609
SN2007bd,5.485429446770267
SN2007bm,1.6380026483792183
SN2007ca,8.803889435278215
SN2007cg,1.9782716979448913
SN2007hj,4.168747602267901
SN2007hx,20.67863339918802
SN2007jd,6.750004483342921
SN2007jg,6.24985736474171
SN2007jh,3.96157750510369
SN2007le,1.9787830066232703
SN2007mm,20.787268893314785
SN2007nq,19.077292718940498
SN2007ol,1.6658821981670207
SN2007on,9.034162514891536
SN2007so,4.585599618155575
SN2007sr,51.85694759576426
SN2007st,2.397302992202071
SN2007ux,4.3686836234509325
SN2008C,1.0139675076152659
SN2008O,5.4528051057220015
SN2008R,3.818592099563034
SN2008ar,3.378672404956495
SN2008bc,6.140236861550089
SN2008bd,3.7800895055796295
SN2008bf,24.92570970595931
SN2008bi,0.9891568369427417
SN2008bq,8.702012588508941
SN2008bt,5.4472566981293635
SN2008bz,8.1041873318178
SN2008cc,1.7233280316048616
SN2008cd,0.9542701082764417
SN2008cf,2.4011130417576263
SN2008ff,15.101636452876432
SN2008fl,6.003574313390812
SN2008fp,2.388837341285566
SN2008fr,0.7405779643107224
SN2008fu,2.6726446841084535
SN2008fw,12.87534440737341
SN2008gg,22.259987841711364
SN2008gl,16.25132110413436
SN2008go,17.50968370775276
SN2008gp,11.64040548409334
SN2008hj,15.07187632988288
SN2008hu,39.88305921508432
SN2008hv,10.74392782502693
SN2008ia,2.2983734020198736
SN2009D,20.085252002848968
SN2009F,3.0742153001241315
SN2009I,6.467536147334105
SN2009P,1.217819019561388
SN2009Y,5.491182913227392
SN2009aa,10.47527247292625
SN2009ab,8.072378653244662
SN2009ad,5.421744970891527
SN2009ag,13.683705884326908
SN2009al,30.826968937212502
SN2009cz,8.306217087550055
SN2009ds,4.998019388504266
SN2009ig,3.6704354057460025
SN2009le,5.55803420870919
SN2011by,1.377058065784251
SN2011fe,6.937285884760642
SN2011iy,1.9202884928273023
SN2011jh,2.901096018581532
SN2011jn,54.05298872103664
SN2011jt,9.942659924598004
SN2012E,23.848457761552854
SN2012G,6.335841034221298
SN2012U,2.8380779213462897
SN2012ah,15.120713490094387
SN2012aq,0.17677906663302548
SN2012ar,16.405731512705554
SN2012bl,16.606780584182697
SN2012bo,6.500952531373983
SN2012cg,0.9651422178823889
SN2012fr,5.450827468584981
SN2012gm,2.8395520978246327
SN2012hd,1.6305748523083006
SN2012hl,1.528369275034785
SN2012hr,15.074831215431958
SN2012ht,5.693655899963964
SN2012id,5.945123566367526
SN2012ij,1.29254094002777
SN2013E,4.191634973735607
SN2013H,11.665992993999149
SN2013M,8.170347298190435
SN2013U,2.6884505228140823
SN2013aa,18.73161939993498
SN2013aj,1.8542615582117454
SN2013ay,7.8064996405806
SN2013az,16.76934972146888
SN2013bc,9.501009742780218
SN2013bz,3.8872382271238566
SN2013cg,0.3760385369737783
SN2013ct,0.8066607184128182
SN2013dy,1.4974212167673864
SN2013fy,10.794545579774097
SN2013fz,4.937020842371346
SN2013gv,17.15583912439436
SN2013gy,9.4066432346922
SN2013hh,9.47050112696666
SN2013hn,26.65241559629556
SN2014D,1.0571176029876703
SN2014I,11.447682225541941
SN2014Z,7.651255436452467
SN2014ao,3.8020854898122365
SN2014at,11.070756829051186
SN2014ba,1.3756139952452227
SN2014dn,6.835034115379261
SN2014eg,3.849499269762157
SN2015F,10.642144827339756
SNhunt281,3.7691434195595392
