sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
LSQ14auy,0.0824129,0.0832263,1.136,0.014,18.667,0.008,-5.5,0.0669,0.0067,6.797e-05,,-0.009,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,10.74,,10.61,11.19,CSPII,Ia,0.987,none
LSQ14azy,0.0457633,0.0469322,1.136,0.027,17.616,0.039,2.3,0.0164,0.0016,3.906e-05,,0.066,0.067,-0.001521,N/A,-1.0,-1.0,,,,,9.94,,9.75,10.1,CSPII,Ia,0.981,none
LSQ14ba,0.0775463,0.0787677,0.959,0.006,18.76,0.009,-8.1,0.0493,0.0049,2.741e-05,,0.034,0.013,-8.1e-05,N/A,-1.0,-1.0,,,,,9.47,,9.3,9.87,CSPII,Ia,0.986,none
LSQ14bbv,0.0587593,0.058439,1.039,0.011,17.739,0.004,-3.7,0.0464,0.0046,-1.029e-05,,0.008,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,11.02,,10.9,11.14,CSPII,Ia,0.986,none
LSQ14bjj,0.0811438,0.0819882,0.996,0.008,18.547,0.006,-5.6,0.0408,0.0041,1.873e-05,,-0.082,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,8.46,,8.3,8.91,CSPII,Ia,0.986,none
LSQ14fms,0.077946,0.0773231,0.849,0.015,18.844,0.011,-4.6,0.0143,0.0014,8.504e-05,,0.165,0.016,-0.000121,N/A,-1.0,-1.0,,,,,10.11,,10.0,10.49,CSPII,Ia,0.986,none
LSQ14foj,0.0460667,0.0451705,1.015,0.01,17.295,0.007,-12.1,0.0121,0.0012,1.256e-05,,0.047,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,8.44,,8.33,8.7,CSPII,Ia,0.986,none
LSQ14fom,0.05626,0.0553279,0.947,0.009,17.773,0.008,-9.4,0.0184,0.0018,2.936e-05,,0.021,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,9.54,,9.4,9.72,CSPII,Ia,0.978,none
LSQ14gfb,0.0527067,0.0527873,0.605,0.035,19.042,0.032,-1.9,0.0159,0.0016,0.0003133,,0.526,0.064,-0.001024,N/A,-1.0,-1.0,,,,,10.3,,10.11,10.64,CSPII,Ia,0.985,none
LSQ14gfn,0.1216158,0.1210925,0.991,0.023,19.329,0.012,-5.1,0.0332,0.0033,-3.54e-06,,0.037,0.021,-0.000144,N/A,-1.0,-1.0,,,,,10.54,,10.42,10.88,CSPII,Ia,0.967,none
LSQ14ghv,0.0666539,0.0662566,0.949,0.009,18.392,0.007,-4.9,0.0088,0.0009,1.278e-05,,-0.022,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.18,,10.06,10.31,CSPII,Ia,0.981,none
LSQ14gov,0.089538,0.0892443,1.141,0.008,18.572,0.007,-10.5,0.0357,0.0036,3.276e-05,,-0.105,0.009,-4.9e-05,N/A,-1.0,-1.0,,,,,9.02,,8.85,9.19,CSPII,Ia,0.985,none
LSQ14ie,0.089538,0.0905466,1.155,0.01,18.765,0.008,-9.3,0.0717,0.0072,3.657e-05,,-0.023,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,8.08,,7.95,8.21,CSPII,Ia,0.983,none
LSQ14ip,0.0612967,0.0624196,0.522,0.009,19.148,0.013,-8.7,0.0373,0.0037,5.692e-05,,0.345,0.021,-0.000169,N/A,-1.0,-1.0,,,,,10.18,,10.01,10.31,CSPII,Ia,0.987,none
LSQ14jp,0.04539,0.0464896,0.677,0.007,18.015,0.006,-9.6,0.053,0.0053,6.336e-06,,0.123,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.54,,10.48,10.81,CSPII,Ia,0.986,none
LSQ14mc,0.05662,0.0575661,0.964,0.004,17.847,0.004,-7.7,0.0207,0.0021,8.54e-06,,-0.029,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.17,,9.16,9.43,CSPII,Ia,0.986,none
LSQ14q,0.0669503,0.067871,0.958,0.004,18.225,0.005,-13.9,0.0198,0.002,1.101e-05,,-0.047,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,9.32,,8.92,9.42,CSPII,Ia,0.987,none
LSQ14wp,0.0694519,0.0706148,1.138,0.011,17.924,0.007,-9.0,0.0207,0.0021,4.077e-05,,-0.05,0.01,-4.9e-05,N/A,-1.0,-1.0,,,,,7.48,,7.23,7.59,CSPII,Ia-91T,0.984,none
LSQ14xi,0.0507429,0.0519014,1.142,0.011,18.044,0.008,-9.9,0.0368,0.0037,4.232e-05,,0.212,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,10.9,,10.77,11.07,CSPII,Ia,0.986,none
LSQ15aae,0.0515643,0.0517701,1.226,0.008,17.756,0.005,-6.8,0.0616,0.0062,-5.541e-06,,0.079,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.27,,10.1,10.46,CSPII,Ia-91T,0.982,none
LSQ15agh,0.0599585,0.0610193,1.14,0.008,17.769,0.006,-6.8,0.0216,0.0022,2.968e-05,,-0.036,0.008,-3.6e-05,N/A,-1.0,-1.0,,,,,9.87,,9.72,9.99,CSPII,Ia,0.987,none
LSQ15aja,0.0699516,0.0699657,1.027,0.01,18.122,0.005,-10.3,0.0545,0.0054,6.018e-06,,-0.092,0.009,-2.5e-05,N/A,-1.0,-1.0,,,,,7.46,,7.34,7.58,CSPII,Ia,0.984,none
LSQ15alq,0.0470667,0.0480953,0.92,0.005,17.323,0.004,-13.4,0.0668,0.0067,5.701e-06,,-0.004,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.4,,10.22,10.82,CSPII,Ia,0.97,none
LSQ15bv,0.0689,0.0701168,0.955,0.01,18.188,0.014,-1.9,0.0443,0.0044,4.057e-05,,-0.003,0.017,-0.000196,N/A,-1.0,-1.0,,,,,10.56,,10.39,10.77,CSPII,Ia,0.985,none
PS1-13eao,0.0377533,0.037362,0.893,0.047,20.318,0.021,-3.2,0.0107,0.0011,0.0002785,,1.509,0.1,-0.000441,N/A,-1.0,-1.0,,,,,10.73,,10.56,11.04,CSPII,Ia,0.0,none
PS1-14ra,0.0280833,0.0287982,0.778,0.006,16.571,0.004,-1.3,0.023,0.0023,-3.651e-06,,0.052,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.65,,10.35,10.72,CSPII,Ia,0.984,none
PS1-14rx,0.0669536,0.0680019,0.848,0.018,18.569,0.018,-9.5,0.0266,0.0027,9.708e-05,,-0.022,0.028,-0.000324,N/A,-1.0,-1.0,,,,,9.89,,9.77,10.06,CSPII,Ia,0.981,none
PS1-14xw,0.0245,0.0245957,1.036,0.01,15.78,0.004,-4.4,0.0656,0.0066,-8.71e-06,,0.018,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,11.24,,11.11,11.71,CSPII,Ia,0.975,none
PS15sv,0.033277,0.0335844,1.113,0.014,16.427,0.009,-4.4,0.0782,0.0078,6.999e-05,,0.013,0.013,-8.1e-05,N/A,-1.0,-1.0,,,,,8.31,,8.2,8.56,CSPII,Ia-91T,0.977,none
PTF11pbp,0.0289033,0.0276702,1.157,0.007,16.302,0.005,-7.6,0.0507,0.0051,1.987e-05,,0.051,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.88,,10.73,10.97,CSPII,Ia,0.984,none
PTF11ppn,0.0672534,0.0661869,0.66,0.038,18.525,0.09,6.0,0.132,0.0132,0.0006303,,0.245,0.164,-0.0081,N/A,-1.0,-1.0,,,,,11.02,,10.96,11.06,CSPII,Ia-91bg,0.154,none
PTF11pra,0.0175433,0.0167242,0.442,0.017,17.163,0.036,-0.4,0.0243,0.0024,-1.485e-06,,0.935,0.061,-0.001296,N/A,-1.0,-1.0,,,,,10.68,,10.57,10.75,CSPII,Ia,0.981,none
PTF11qnr,0.0162167,0.0149985,0.807,0.008,15.508,0.006,-10.7,0.0556,0.0056,1.991e-05,,0.255,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.65,,10.38,10.7,CSPII,Ia,0.979,none
PTF13anh,0.0614575,0.0624543,0.944,0.007,18.102,0.014,-12.0,0.0224,0.0022,2.561e-05,,-0.172,0.018,-0.000196,N/A,-1.0,-1.0,,,,,7.48,,7.29,7.66,CSPII,Ia,0.979,none
PTF13duj,0.01694,0.015867,1.158,0.013,14.999,0.008,-8.2,0.0665,0.0067,4.507e-05,,0.052,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,10.73,,10.61,10.82,CSPII,Ia,0.965,none
PTF13dwl,0.0874395,0.0863561,1.114,0.023,18.496,0.008,-6.3,0.0613,0.0061,0.0001038,,0.017,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,8.74,,8.42,8.98,CSPII,Ia,0.987,none
PTF13dym,0.04213,0.0409061,0.517,0.024,17.477,0.034,-7.2,0.0379,0.0038,0.0003951,,0.097,0.049,-0.001156,N/A,-1.0,-1.0,,,,,9.45,,9.25,9.88,CSPII,Ia-91bg,0.0,none
PTF13dyt,0.1099239,0.109862,0.942,0.065,19.541,0.071,-8.4,0.0458,0.0046,0.002568,,-0.253,0.09,-0.005041,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia-pec,,none
PTF13ebh,0.01326,0.012484,0.632,0.004,14.925,0.006,-14.3,0.0668,0.0067,8.065e-06,,0.117,0.009,-3.6e-05,NGC0890,33.296,0.081,0.0,0.0,0.0,0.0,10.86,0.05,10.809999999999999,10.91,N/A,N/A,0.0,s
PTF13efe,0.0749481,0.0758465,1.159,0.011,18.231,0.009,-10.3,0.0213,0.0021,4.761e-05,,-0.022,0.012,-8.1e-05,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.987,none
PTF13ez,0.0434699,0.0445375,0.896,0.012,17.224,0.016,-3.4,0.0429,0.0043,-1.687e-05,,0.165,0.031,-0.000256,N/A,-1.0,-1.0,,,,,9.71,,9.52,9.84,CSPII,Ia,0.982,none
PTF14aaf,0.0588167,0.0595653,1.169,0.01,17.994,0.007,-13.0,0.0288,0.0029,2.564e-05,,0.044,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.986,none
PTF14aje,0.0276708,0.0282271,0.685,0.006,17.929,0.008,-4.5,0.1524,0.0152,1.167e-05,,0.582,0.014,-6.4e-05,N/A,-1.0,-1.0,,,,,10.78,,10.64,10.84,CSPII,Ia,0.978,none
PTF14fpg,0.034,0.03283,1.079,0.012,16.755,0.005,-10.2,0.0258,0.0026,-8.688e-06,,0.003,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.784,none
PTF14gnl,0.05369,0.0525349,1.02,0.006,17.486,0.006,-14.6,0.0268,0.0027,1.389e-05,,-0.06,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.06,,9.86,10.5,CSPII,Ia,0.984,none
PTF14uo,0.0912368,0.0922406,1.123,0.016,18.792,0.007,-7.1,0.0161,0.0016,5.727e-05,,-0.06,0.009,-4.9e-05,N/A,-1.0,-1.0,,,,,9.0,,8.86,9.48,CSPII,Ia,0.987,none
PTF14w,0.0188933,0.0200839,0.743,0.004,16.036,0.003,-7.4,0.0205,0.0021,1.559e-06,,0.05,0.005,-9e-06,N/A,-1.0,-1.0,,,,,9.14,,8.96,9.3,CSPII,Ia,0.975,none
PTF14yw,0.01697,0.0180604,0.854,0.008,15.771,0.007,-5.6,0.0255,0.0026,2.137e-05,,-0.043,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.24,,10.16,10.59,CSPII,Ia,0.411,none
PTF14yy,0.0429703,0.0440905,0.837,0.01,18.232,0.01,-8.2,0.0198,0.002,4.979e-05,,0.252,0.015,-0.0001,N/A,-1.0,-1.0,,,,,9.41,,9.25,9.52,CSPII,Ia,0.986,none
SN1970J,0.0132,0.0119644,0.95,0.054,14.628,0.079,-9.1,0.0689,0.0069,0.002351,Ho,0.18,0.104,-0.006241,NGC7619,33.341,0.081,0.0,0.0,0.0,0.0,11.34,0.073,11.267,11.413,N/A,N/A,0.0,s
SN1995D,0.006561,0.0076747,1.175,0.009,13.32,0.006,-9.9,0.0484,0.0048,9.209e-06,Ho,-0.053,0.01,-3.6e-05,NGC2962,32.532,0.084,0.0,0.0,0.0,0.0,10.597,0.069,10.527999999999999,10.666,N/A,N/A,0.0,s
SN1997E,0.01354,0.013528,0.836,0.011,15.148,0.007,-4.7,0.1101,0.011,4.278e-05,Ho,0.046,0.01,-4.9e-05,NGC2258,33.781,0.094,0.0,0.0,0.0,0.0,11.199,0.069,11.129999999999999,11.268,N/A,N/A,0.0,s
SN1999ej,0.01372,0.0127757,0.779,0.023,15.418,0.005,-4.2,0.0605,0.006,3.807e-06,,0.017,0.007,-2.5e-05,NGC0495,34.049,0.081,10.116,0.036,64.5,2.4,10.99,0.093,10.897,11.083,N/A,N/A,0.0,s
SN2000cx,0.007929,0.0068909,0.843,0.005,13.069,0.006,-10.4,0.0698,0.007,9.673e-06,Ho,0.053,0.008,-3.6e-05,NGC0524,32.212,0.09,0.0,0.0,0.0,0.0,10.929,0.089,10.84,11.018,N/A,N/A,0.0,s
SN2002cs,0.01577,0.0153173,1.236,0.016,15.16,0.01,-10.5,0.0878,0.0088,9.947e-06,,0.047,0.016,-0.0001,NGC6702,33.992,0.087,9.302,0.027,62.9,2.5,11.324,0.095,11.229,11.419,N/A,N/A,0.0,s
SN2002ha,0.014046,0.0130545,0.832,0.005,14.808,0.005,-13.3,0.0852,0.0085,8.674e-06,,-0.064,0.007,-2.5e-05,NGC6964,33.685,0.096,9.684,0.031,54.6,2.4,11.021,0.106,10.915000000000001,11.127,N/A,N/A,0.0,s
SN2003hv,0.005601,0.0050833,0.789,0.019,12.528,0.036,0.5,0.0133,0.0013,-8.536e-06,Ho,-0.079,0.061,-0.001296,NGC1201,31.347,0.074,0.0,0.0,0.0,0.0,10.565,0.06,10.504999999999999,10.625,N/A,N/A,0.0,s
SN2004ef,0.0309667,0.02977,0.84,0.003,16.751,0.004,-10.3,0.0458,0.0046,5.148e-06,,0.119,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.74,,10.63,10.8,CSPI,Ia,0.981,none
SN2004eo,0.01569,0.0147367,0.867,0.005,15.103,0.006,-13.7,0.093,0.0093,7.47e-06,,0.023,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,11.16,,11.03,11.35,CSPI,Ia,0.979,none
SN2004ey,0.0157767,0.0146267,1.008,0.003,14.831,0.003,-10.1,0.1197,0.012,2.027e-06,,-0.054,0.004,-9e-06,N/A,-1.0,-1.0,,,,,10.06,,9.76,10.41,CSPI,Ia,0.973,none
SN2004gs,0.0266267,0.0282767,0.707,0.003,16.979,0.004,-5.0,0.0257,0.0026,3.442e-06,,0.205,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.63,,10.57,10.7,CSPI,Ia,0.982,none
SN2004gu,0.0458267,0.0468967,1.153,0.011,17.273,0.009,-6.0,0.0223,0.0022,5.431e-05,,0.149,0.014,-8.1e-05,N/A,-1.0,-1.0,,,,,10.02,,9.74,10.19,CSPI,Ia-06gz,0.986,none
SN2005A,0.0191267,0.01834,0.963,0.007,17.137,0.01,-4.7,0.0259,0.0026,1.947e-05,,0.978,0.016,-0.0001,N/A,-1.0,-1.0,,,,,11.19,,11.07,11.26,CSPI,Ia,0.976,none
SN2005M,0.0219967,0.02558,1.205,0.004,15.901,0.003,-10.4,0.0273,0.0027,-1.489e-06,,0.018,0.004,-9e-06,N/A,-1.0,-1.0,,,,,8.8,,8.38,8.92,CSPI,Ia-91T,0.984,none
SN2005W,0.0088833,0.00795,0.938,0.006,14.044,0.005,-9.1,0.0615,0.0062,8.999e-06,,0.165,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,9.9,,9.75,10.0,CSPI,Ia,0.967,none
SN2005ag,0.07937,0.08008,1.145,0.009,18.448,0.005,-2.2,0.0331,0.0033,1.313e-05,,-0.036,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.9,,10.84,10.95,CSPI,Ia,0.982,none
SN2005al,0.0123933,0.0132867,0.868,0.004,14.943,0.005,-2.4,0.0483,0.0048,4.084e-06,,-0.058,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.49,,10.4,10.63,CSPI,Ia,0.909,none
SN2005am,0.0078933,0.0089667,0.765,0.004,13.634,0.005,-1.6,0.0433,0.0043,-3.91e-06,,0.065,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.83,,10.68,11.26,CSPI,Ia,0.934,none
SN2005be,0.035,0.0355767,0.768,0.022,16.932,0.042,5.1,0.0294,0.0029,-6.151e-05,,0.055,0.071,-0.001764,N/A,-1.0,-1.0,,,,,10.4,,10.25,10.5,CSPI,Ia,0.985,none
SN2005bg,0.02307,0.0241567,1.064,0.039,15.81,0.041,1.4,0.0264,0.0026,-0.0002008,,0.036,0.066,-0.001681,N/A,-1.0,-1.0,,,,,9.91,,9.72,10.02,CSPI,Ia,0.983,none
SN2005bl,0.0240433,0.0251133,0.429,0.011,17.804,0.02,-8.0,0.025,0.0025,1.096e-05,,0.676,0.034,-0.0004,N/A,-1.0,-1.0,,,,,11.01,,10.89,11.2,CSPI,Ia-91bg,0.98,none
SN2005bo,0.0138867,0.0150133,0.883,0.009,15.434,0.004,-1.6,0.0396,0.004,-1.669e-06,,0.237,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.5,,10.34,10.65,CSPI,Ia,0.962,none
SN2005el,0.0149,0.0148833,0.864,0.003,14.975,0.008,-8.5,0.0976,0.0098,6.2e-06,,-0.08,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,10.84,,10.7,11.24,CSPI,Ia,0.973,none
SN2005eq,0.0289567,0.02835,1.136,0.009,16.239,0.007,-5.2,0.0629,0.0063,3.657e-05,,0.055,0.01,-4.9e-05,N/A,-1.0,-1.0,,,,,10.56,,10.44,10.65,CSPI,Ia-91T,0.984,none
SN2005hc,0.0459067,0.0444967,1.141,0.007,17.297,0.005,-6.0,0.028,0.0028,1.951e-05,,0.013,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.6,,10.52,10.65,CSPI,Ia,0.98,none
SN2005hj,0.0579667,0.05695,1.151,0.019,17.681,0.011,-4.2,0.0329,0.0033,8.753e-05,,0.08,0.016,-0.000121,N/A,-1.0,-1.0,,,,,9.32,,9.22,9.38,CSPI,Ia,0.984,none
SN2005iq,0.03402,0.03293,0.882,0.006,16.827,0.007,-6.8,0.0185,0.0019,8.613e-06,,-0.031,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.54,,10.47,10.6,CSPI,Ia,0.965,none
SN2005ir,0.0763067,0.0752333,1.003,0.014,18.343,0.01,-4.0,0.0265,0.0027,2.45e-05,,0.053,0.016,-0.0001,N/A,-1.0,-1.0,,,,,9.23,,9.12,9.37,CSPI,Ia,0.984,none
SN2005kc,0.01511,0.01389,0.933,0.005,15.356,0.007,-11.8,0.1137,0.0114,1.026e-05,,0.234,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,11.06,,10.6,11.5,CSPI,Ia,0.978,none
SN2005ke,0.0048767,0.0044833,0.436,0.003,14.127,0.008,-11.3,0.02,0.002,1.726e-06,,0.662,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,10.43,,10.29,10.61,CSPI,Ia-91bg,0.953,none
SN2005ki,0.0191933,0.02037,0.836,0.004,15.603,0.005,-11.4,0.0267,0.0027,5.269e-06,,-0.019,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.8,,10.62,10.86,CSPI,Ia,0.982,none
SN2005ku,0.0454067,0.0441833,0.973,0.035,17.439,0.048,-0.8,0.0461,0.0046,-5.094e-05,,0.1,0.078,-0.002304,N/A,-1.0,-1.0,,,,,10.04,,9.96,10.1,CSPI,Ia,0.986,none
SN2005lu,0.0319867,0.0312933,1.063,0.03,16.995,0.044,8.0,0.0218,0.0022,-0.0001223,,0.25,0.072,-0.001936,N/A,-1.0,-1.0,,,,,9.86,,9.68,10.03,CSPI,Ia,0.975,none
SN2005mc,0.0252033,0.0260067,0.666,0.02,16.911,0.038,1.2,0.0379,0.0038,-1.199e-05,,0.311,0.066,-0.001444,N/A,-1.0,-1.0,,,,,10.95,,10.85,11.1,CSPI,Ia,0.982,none
SN2005na,0.0263033,0.0268133,0.97,0.005,16.023,0.006,-3.1,0.0681,0.0068,4.73e-06,,-0.015,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.97,,10.9,11.05,CSPI,Ia,0.976,none
SN2006D,0.00852,0.00964,0.839,0.003,14.095,0.004,-7.4,0.0394,0.0039,3.856e-06,,0.099,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.76,,9.54,9.85,CSPI,Ia,0.972,none
SN2006X,0.0052367,0.00632,0.97,0.004,14.03,0.008,-12.0,0.0228,0.0023,1.077e-05,,1.213,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,9.33,,9.06,9.43,CSPI,Ia,0.557,none
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.106,0.005,-13.0,0.041,0.0041,6.646e-06,,-0.073,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.92,,10.79,11.04,CSPI,Ia,0.981,none
SN2006bd,0.0257067,0.0267967,0.395,0.01,18.03,0.024,-2.7,0.0231,0.0023,5.607e-05,,0.733,0.044,-0.000576,N/A,-1.0,-1.0,,,,,10.77,,10.6,10.8,CSPI,Ia-91bg,0.981,none
SN2006bh,0.01084,0.0104933,0.827,0.003,14.379,0.004,-6.2,0.0228,0.0023,4.254e-06,,-0.01,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.43,,10.31,10.49,CSPI,Ia,0.969,none
SN2006br,0.0245733,0.0255233,0.954,0.032,18.097,0.055,6.1,0.0197,0.002,-0.0001347,,0.837,0.097,-0.003025,N/A,-1.0,-1.0,,,,,10.97,,10.87,11.36,CSPI,Ia,0.982,none
SN2006ef,0.01787,0.0170267,0.858,0.02,15.464,0.045,8.7,0.0201,0.002,-6.057e-06,,-0.024,0.081,-0.002025,NGC0809,34.376,0.109,0.0,0.0,0.0,0.0,10.35,0.18,10.17,10.53,N/A,N/A,0.0,s
SN2006ej,0.0204367,0.0193367,0.845,0.018,15.72,0.035,1.9,0.0296,0.003,1.535e-06,,0.028,0.06,-0.001225,N/A,-1.0,-1.0,,,,,10.63,,10.48,10.7,CSPI,Ia,0.971,none
SN2006eq,0.0494667,0.0483667,0.656,0.022,18.265,0.043,1.2,0.0416,0.0042,3.996e-06,,0.302,0.075,-0.001849,N/A,-1.0,-1.0,,,,,10.19,,9.79,10.65,CSPI,Ia,0.973,none
SN2006et,0.0221567,0.0216467,1.181,0.006,15.831,0.005,-8.6,0.0165,0.0017,7.722e-06,,0.142,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.8,,10.7,10.88,CSPI,Ia,0.983,none
SN2006ev,0.0287133,0.0276,0.84,0.021,16.983,0.041,2.3,0.0759,0.0076,8.365e-06,,0.179,0.069,-0.001681,N/A,-1.0,-1.0,,,,,10.75,,10.65,10.91,CSPI,Ia,0.924,none
SN2006fw,0.0829433,0.0819867,0.901,0.051,18.98,0.044,-3.6,0.028,0.0028,0.0002961,,0.109,0.065,-0.001936,N/A,-1.0,-1.0,,,,,9.42,,9.32,9.62,CSPI,Ia,0.001,none
SN2006gj,0.0283333,0.0269667,0.709,0.007,17.372,0.008,-2.9,0.0705,0.007,3.675e-06,,0.297,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,10.53,,10.36,10.6,CSPI,Ia,0.983,none
SN2006gt,0.04474,0.0436433,0.565,0.009,17.967,0.011,-3.6,0.0323,0.0032,3.137e-05,,0.257,0.016,-0.000121,N/A,-1.0,-1.0,,,,,9.93,,9.87,9.94,CSPI,Ia-91bg,0.982,none
SN2006hb,0.0153333,0.0153367,0.682,0.018,15.401,0.037,3.1,0.0236,0.0024,-3.153e-06,,0.186,0.064,-0.001369,N/A,-1.0,-1.0,,,,,10.22,,10.05,10.39,CSPI,Ia-86G,0.98,none
SN2006hx,0.0454633,0.0444033,0.98,0.012,17.421,0.024,-10.4,0.0256,0.0026,0.0001377,,0.113,0.035,-0.000576,N/A,-1.0,-1.0,,,,,10.31,,10.12,10.44,CSPI,Ia,0.981,none
SN2006is,0.0313333,0.03142,1.093,0.036,16.138,0.04,-0.9,0.029,0.0029,1.7e-05,,0.038,0.066,-0.0016,N/A,-1.0,-1.0,,,,,7.1,,6.68,7.41,CSPI,Ia,0.983,none
SN2006kf,0.0212867,0.0208,0.771,0.005,15.949,0.006,-6.0,0.2097,0.021,2.729e-06,,0.024,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.82,,10.59,10.9,CSPI,Ia,0.981,none
SN2006lu,0.0533667,0.0543967,1.003,0.019,17.567,0.039,3.8,0.0986,0.0099,-9.542e-06,,-0.019,0.066,-0.001521,N/A,-1.0,-1.0,,,,,10.29,,10.22,10.37,CSPI,Ia,0.984,none
SN2006mr,0.0058667,0.00551,0.333,0.004,14.587,0.019,-5.9,0.0179,0.0018,2.508e-05,,0.728,0.028,-0.000361,N/A,-1.0,-1.0,,,,,11.19,,10.79,11.38,CSPI,Ia-91bg,0.947,none
SN2006ob,0.0591967,0.0582567,0.739,0.009,18.164,0.01,-4.2,0.0285,0.0029,6.668e-06,,0.124,0.016,-0.0001,N/A,-1.0,-1.0,,,,,11.26,,11.08,11.33,CSPI,Ia,0.986,none
SN2006os,0.0327867,0.03208,0.941,0.02,17.297,0.039,-0.4,0.1254,0.0125,-9.755e-06,,0.318,0.065,-0.001521,N/A,-1.0,-1.0,,,,,10.81,,10.66,10.87,CSPI,Ia,0.982,none
SN2006py,0.05786,0.0566433,0.966,0.018,17.831,0.013,-2.8,0.0518,0.0052,2.013e-05,,0.086,0.021,-0.000169,N/A,-1.0,-1.0,,,,,9.1,,8.94,9.24,CSPI,Ia,0.968,none
SN2007A,0.0176333,0.0164633,1.05,0.02,15.517,0.006,-5.9,0.0631,0.0063,-4.606e-05,,0.202,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.57,,10.57,10.57,CSPI,Ia,0.98,none
SN2007N,0.01287,0.014,0.376,0.006,17.098,0.014,-2.1,0.0343,0.0034,1.543e-05,,0.953,0.024,-0.000196,N/A,-1.0,-1.0,,,,,10.19,,10.1,10.57,CSPI,Ia-91bg,0.976,none
SN2007S,0.01387,0.0150233,1.186,0.007,15.428,0.006,-11.9,0.0224,0.0022,4.104e-06,,0.366,0.011,-3.6e-05,N/A,-1.0,-1.0,,,,,9.98,,9.63,10.16,CSPI,Ia-91T,0.973,none
SN2007ai,0.03164,0.0319867,1.223,0.013,16.84,0.008,-1.9,0.286,0.0286,-4.388e-05,,0.183,0.013,-6.4e-05,N/A,-1.0,-1.0,,,,,9.91,,9.76,10.18,CSPI,Ia-91T,0.985,none
SN2007al,0.0121133,0.0132629,0.383,0.006,16.627,0.016,-1.7,0.036,0.0036,1.274e-05,,0.693,0.026,-0.000256,N/A,-1.0,-1.0,,,,,9.47,,9.33,9.91,CSPI,Ia-91bg,0.971,none
SN2007as,0.01756,0.0178967,0.889,0.004,15.409,0.005,-1.9,0.1229,0.0123,1.335e-06,,0.08,0.009,-2.5e-05,N/A,-1.0,-1.0,,,,,10.36,,10.24,10.43,CSPI,Ia,0.98,none
